Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
11/04/2025 00:00,CAPITL,61757,39.69,1.49,0.00
11/04/2025 00:00,CENTRL,61754,37.48,-0.73,0.00
11/04/2025 00:00,DUNWOD,61760,41.30,3.09,0.00
11/04/2025 00:00,GENESE,61753,36.37,-1.83,0.00
11/04/2025 00:00,H Q,61844,38.17,-0.04,0.00
11/04/2025 00:00,HUD VL,61758,40.92,2.71,0.00
11/04/2025 00:00,LONGIL,61762,40.77,2.56,0.00
11/04/2025 00:00,MHK VL,61756,39.04,0.84,0.00
11/04/2025 00:00,MILLWD,61759,41.07,2.87,0.00
11/04/2025 00:00,N.Y.C.,61761,41.76,3.55,0.00
11/04/2025 00:00,NORTH,61755,38.09,-0.11,0.00
11/04/2025 00:00,NPX,61845,43.10,1.72,-3.17
11/04/2025 00:00,O H,61846,35.30,-2.91,0.00
11/04/2025 00:00,PJM,61847,38.21,0.00,0.00
11/04/2025 00:00,WEST,61752,35.42,-2.79,0.00
11/04/2025 01:00,CAPITL,61757,36.81,1.38,0.00
11/04/2025 01:00,CENTRL,61754,34.75,-0.67,0.00
11/04/2025 01:00,DUNWOD,61760,38.12,2.69,0.00
11/04/2025 01:00,GENESE,61753,33.66,-1.77,0.00
11/04/2025 01:00,H Q,61844,35.39,-0.04,0.00
11/04/2025 01:00,HUD VL,61758,37.80,2.37,0.00
11/04/2025 01:00,LONGIL,61762,37.45,2.02,0.00
11/04/2025 01:00,MHK VL,61756,36.24,0.82,0.00
11/04/2025 01:00,MILLWD,61759,37.98,2.55,0.00
11/04/2025 01:00,N.Y.C.,61761,38.55,3.12,0.00
11/04/2025 01:00,NORTH,61755,35.32,-0.11,0.00
11/04/2025 01:00,NPX,61845,38.90,1.60,-1.88
11/04/2025 01:00,O H,61846,32.70,-2.73,0.00
11/04/2025 01:00,PJM,61847,35.32,-0.11,0.00
11/04/2025 01:00,WEST,61752,32.81,-2.62,0.00
11/04/2025 02:00,CAPITL,61757,36.05,1.35,0.00
11/04/2025 02:00,CENTRL,61754,34.04,-0.66,0.00
11/04/2025 02:00,DUNWOD,61760,37.23,2.53,0.00
11/04/2025 02:00,GENESE,61753,33.07,-1.63,0.00
11/04/2025 02:00,H Q,61844,34.63,-0.07,0.00
11/04/2025 02:00,HUD VL,61758,36.95,2.25,0.00
11/04/2025 02:00,LONGIL,61762,36.40,1.70,0.00
11/04/2025 02:00,MHK VL,61756,35.50,0.80,0.00
11/04/2025 02:00,MILLWD,61759,37.09,2.39,0.00
11/04/2025 02:00,N.Y.C.,61761,37.65,2.95,0.00
11/04/2025 02:00,NORTH,61755,34.56,-0.14,0.00
11/04/2025 02:00,NPX,61845,36.26,1.56,0.00
11/04/2025 02:00,O H,61846,32.20,-2.50,0.00
11/04/2025 02:00,PJM,61847,34.63,-0.07,0.00
11/04/2025 02:00,WEST,61752,32.34,-2.36,0.00
11/04/2025 03:00,CAPITL,61757,35.43,1.27,0.00
11/04/2025 03:00,CENTRL,61754,33.59,-0.58,0.00
11/04/2025 03:00,DUNWOD,61760,36.56,2.39,0.00
11/04/2025 03:00,GENESE,61753,32.74,-1.43,0.00
11/04/2025 03:00,H Q,61844,34.14,-0.03,0.00
11/04/2025 03:00,HUD VL,61758,36.25,2.08,0.00
11/04/2025 03:00,LONGIL,61762,35.74,1.57,0.00
11/04/2025 03:00,MHK VL,61756,34.89,0.72,0.00
11/04/2025 03:00,MILLWD,61759,36.42,2.25,0.00
