"RTD End Time Stamp","Interface Name","Interface PTID","RTD Flow MW","Positive Limit","Negative Limit"
"2025/04/07 11:25:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:25:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:25:00","IMO-NYISO","23317","1266.64","2100","-1750"
"2025/04/07 11:25:00","ISONE-NYISO","23318","1.04","1100","-1800"
"2025/04/07 11:25:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:25:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:25:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:25:00","PJM-NYISO","23316","718.5","2400","-2400"
"2025/04/07 11:30:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:30:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:30:00","IMO-NYISO","23317","1266.68","2100","-1750"
"2025/04/07 11:30:00","ISONE-NYISO","23318","26.04","1100","-1800"
"2025/04/07 11:30:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:30:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:30:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:30:00","PJM-NYISO","23316","738.13","2400","-2400"
"2025/04/07 11:35:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:35:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:35:00","IMO-NYISO","23317","1266.69","2100","-1750"
"2025/04/07 11:35:00","ISONE-NYISO","23318","50.94","1100","-1800"
"2025/04/07 11:35:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:35:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:35:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:35:00","PJM-NYISO","23316","768.35","2400","-2400"
"2025/04/07 11:40:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:40:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:40:00","IMO-NYISO","23317","1266.7","2100","-1750"
"2025/04/07 11:40:00","ISONE-NYISO","23318","51.05","1100","-1800"
"2025/04/07 11:40:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:40:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:40:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:40:00","PJM-NYISO","23316","762.64","2400","-2400"
"2025/04/07 11:45:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:45:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:45:00","IMO-NYISO","23317","1266.72","2100","-1750"
"2025/04/07 11:45:00","ISONE-NYISO","23318","26.04","1100","-1800"
"2025/04/07 11:45:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:45:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:45:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:45:00","PJM-NYISO","23316","764.19","2400","-2400"
"2025/04/07 11:50:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:50:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:50:00","IMO-NYISO","23317","1266.73","2100","-1750"
"2025/04/07 11:50:00","ISONE-NYISO","23318","1.06","1100","-1800"
"2025/04/07 11:50:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:50:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:50:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:50:00","PJM-NYISO","23316","769.83","2400","-2400"
"2025/04/07 11:55:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 11:55:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 11:55:00","IMO-NYISO","23317","1266.74","2100","-1750"
"2025/04/07 11:55:00","ISONE-NYISO","23318","1.07","1100","-1800"
"2025/04/07 11:55:00","NPX-1385","325277","67","160","-160"
"2025/04/07 11:55:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 11:55:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 11:55:00","PJM-NYISO","23316","768.93","2400","-2400"
"2025/04/07 12:00:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:00:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:00:00","IMO-NYISO","23317","1277.66","2100","-1750"
"2025/04/07 12:00:00","ISONE-NYISO","23318","-2.94","1100","-1800"
"2025/04/07 12:00:00","NPX-1385","325277","96","160","-160"
"2025/04/07 12:00:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:00:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:00:00","PJM-NYISO","23316","711.29","2400","-2400"
"2025/04/07 12:05:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:05:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:05:00","IMO-NYISO","23317","1289.74","2100","-1750"
"2025/04/07 12:05:00","ISONE-NYISO","23318","-7.03","1100","-1800"
"2025/04/07 12:05:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:05:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:05:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:05:00","PJM-NYISO","23316","652.32","2400","-2400"
"2025/04/07 12:10:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:10:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:10:00","IMO-NYISO","23317","1289.8","2100","-1750"
"2025/04/07 12:10:00","ISONE-NYISO","23318","-7.04","1100","-1800"
"2025/04/07 12:10:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:10:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:10:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:10:00","PJM-NYISO","23316","651.14","2400","-2400"
"2025/04/07 12:15:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:15:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:15:00","IMO-NYISO","23317","1289.79","2100","-1750"
"2025/04/07 12:15:00","ISONE-NYISO","23318","7.96","1100","-1800"
"2025/04/07 12:15:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:15:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:15:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:15:00","PJM-NYISO","23316","651.29","2400","-2400"
"2025/04/07 12:20:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:20:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:20:00","IMO-NYISO","23317","1289.78","2100","-1750"
"2025/04/07 12:20:00","ISONE-NYISO","23318","23.05","1100","-1800"
"2025/04/07 12:20:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:20:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:20:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:20:00","PJM-NYISO","23316","648.24","2400","-2400"
"2025/04/07 12:25:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:25:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:25:00","IMO-NYISO","23317","1289.79","2100","-1750"
"2025/04/07 12:25:00","ISONE-NYISO","23318","23.06","1100","-1800"
"2025/04/07 12:25:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:25:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:25:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:25:00","PJM-NYISO","23316","645.59","2400","-2400"
"2025/04/07 12:30:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:30:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:30:00","IMO-NYISO","23317","1289.72","2100","-1750"
"2025/04/07 12:30:00","ISONE-NYISO","23318","0.09","1100","-1800"
"2025/04/07 12:30:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:30:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:30:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:30:00","PJM-NYISO","23316","649.55","2400","-2400"
"2025/04/07 12:35:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:35:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:35:00","IMO-NYISO","23317","1289.71","2100","-1750"
"2025/04/07 12:35:00","ISONE-NYISO","23318","-21.96","1100","-1800"
"2025/04/07 12:35:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:35:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:35:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:35:00","PJM-NYISO","23316","651.9","2400","-2400"
"2025/04/07 12:40:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:40:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:40:00","IMO-NYISO","23317","1289.76","2100","-1750"
"2025/04/07 12:40:00","ISONE-NYISO","23318","-21.9","1100","-1800"
"2025/04/07 12:40:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:40:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:40:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:40:00","PJM-NYISO","23316","648.22","2400","-2400"
"2025/04/07 12:45:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:45:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:45:00","IMO-NYISO","23317","1289.72","2100","-1750"
"2025/04/07 12:45:00","ISONE-NYISO","23318","-25.94","1100","-1800"
"2025/04/07 12:45:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:45:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:45:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:45:00","PJM-NYISO","23316","650.23","2400","-2400"
"2025/04/07 12:50:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:50:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:50:00","IMO-NYISO","23317","1289.67","2100","-1750"
"2025/04/07 12:50:00","ISONE-NYISO","23318","-29.94","1100","-1800"
"2025/04/07 12:50:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:50:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:50:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:50:00","PJM-NYISO","23316","653.63","2400","-2400"
"2025/04/07 12:55:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 12:55:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 12:55:00","IMO-NYISO","23317","1289.7","2100","-1750"
"2025/04/07 12:55:00","ISONE-NYISO","23318","-29.95","1100","-1800"
"2025/04/07 12:55:00","NPX-1385","325277","126","160","-160"
"2025/04/07 12:55:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 12:55:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 12:55:00","PJM-NYISO","23316","645.95","2400","-2400"
"2025/04/07 13:00:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:00:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:00:00","IMO-NYISO","23317","1414.76","2100","-1750"
"2025/04/07 13:00:00","ISONE-NYISO","23318","-88.97","1100","-1800"
"2025/04/07 13:00:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:00:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:00:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:00:00","PJM-NYISO","23316","662.85","2400","-2400"
"2025/04/07 13:05:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:05:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:05:00","IMO-NYISO","23317","1540.73","2100","-1750"
"2025/04/07 13:05:00","ISONE-NYISO","23318","-148.92","1100","-1800"
"2025/04/07 13:05:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:05:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:05:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:05:00","PJM-NYISO","23316","675.1","2400","-2400"
"2025/04/07 13:10:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:10:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:10:00","IMO-NYISO","23317","1540.67","2100","-1750"
"2025/04/07 13:10:00","ISONE-NYISO","23318","-148.96","1100","-1800"
"2025/04/07 13:10:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:10:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:10:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:10:00","PJM-NYISO","23316","675.24","2400","-2400"
"2025/04/07 13:15:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:15:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:15:00","IMO-NYISO","23317","1540.58","2100","-1750"
"2025/04/07 13:15:00","ISONE-NYISO","23318","-118.91","1100","-1800"
"2025/04/07 13:15:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:15:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:15:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:15:00","PJM-NYISO","23316","674.24","2400","-2400"
"2025/04/07 13:20:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:20:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:20:00","IMO-NYISO","23317","1540.64","2100","-1750"
"2025/04/07 13:20:00","ISONE-NYISO","23318","-89.96","1100","-1800"
"2025/04/07 13:20:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:20:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:20:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:20:00","PJM-NYISO","23316","676.6","2400","-2400"
"2025/04/07 13:25:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:25:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:25:00","IMO-NYISO","23317","1540.56","2100","-1750"
"2025/04/07 13:25:00","ISONE-NYISO","23318","-89.95","1100","-1800"
"2025/04/07 13:25:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:25:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:25:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:25:00","PJM-NYISO","23316","675.6","2400","-2400"
"2025/04/07 13:30:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:30:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:30:00","IMO-NYISO","23317","1540.57","2100","-1750"
"2025/04/07 13:30:00","ISONE-NYISO","23318","-102.94","1100","-1800"
"2025/04/07 13:30:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:30:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:30:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:30:00","PJM-NYISO","23316","675.1","2400","-2400"
"2025/04/07 13:35:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:35:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:35:00","IMO-NYISO","23317","1540.59","2100","-1750"
"2025/04/07 13:35:00","ISONE-NYISO","23318","-116.92","1100","-1800"
"2025/04/07 13:35:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:35:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:35:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:35:00","PJM-NYISO","23316","675.47","2400","-2400"
"2025/04/07 13:40:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:40:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:40:00","IMO-NYISO","23317","1540.56","2100","-1750"
"2025/04/07 13:40:00","ISONE-NYISO","23318","-116.91","1100","-1800"
"2025/04/07 13:40:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:40:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:40:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:40:00","PJM-NYISO","23316","674.2","2400","-2400"
"2025/04/07 13:45:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:45:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:45:00","IMO-NYISO","23317","1540.69","2100","-1750"
"2025/04/07 13:45:00","ISONE-NYISO","23318","-133.92","1100","-1800"
"2025/04/07 13:45:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:45:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:45:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:45:00","PJM-NYISO","23316","676.71","2400","-2400"
"2025/04/07 13:50:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:50:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:50:00","IMO-NYISO","23317","1540.61","2100","-1750"
"2025/04/07 13:50:00","ISONE-NYISO","23318","-150.91","1100","-1800"
"2025/04/07 13:50:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:50:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:50:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:50:00","PJM-NYISO","23316","677.35","2400","-2400"
"2025/04/07 13:55:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 13:55:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 13:55:00","IMO-NYISO","23317","1540.57","2100","-1750"
"2025/04/07 13:55:00","ISONE-NYISO","23318","-150.97","1100","-1800"
"2025/04/07 13:55:00","NPX-1385","325277","126","160","-160"
"2025/04/07 13:55:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 13:55:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 13:55:00","PJM-NYISO","23316","675.81","2400","-2400"
"2025/04/07 14:00:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:00:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:00:00","IMO-NYISO","23317","1547.57","2100","-1750"
"2025/04/07 14:00:00","ISONE-NYISO","23318","-208.96","1100","-1800"
"2025/04/07 14:00:00","NPX-1385","325277","141","160","-160"
"2025/04/07 14:00:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:00:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:00:00","PJM-NYISO","23316","705.94","2400","-2400"
"2025/04/07 14:05:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:05:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:05:00","IMO-NYISO","23317","1555.52","2100","-1750"
"2025/04/07 14:05:00","ISONE-NYISO","23318","-267.94","1100","-1800"
"2025/04/07 14:05:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:05:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:05:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:05:00","PJM-NYISO","23316","730.82","2400","-2400"
"2025/04/07 14:10:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:10:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:10:00","IMO-NYISO","23317","1555.7","2100","-1750"
"2025/04/07 14:10:00","ISONE-NYISO","23318","-267.93","1100","-1800"
"2025/04/07 14:10:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:10:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:10:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:10:00","PJM-NYISO","23316","730.53","2400","-2400"
"2025/04/07 14:15:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:15:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:15:00","IMO-NYISO","23317","1555.52","2100","-1750"
"2025/04/07 14:15:00","ISONE-NYISO","23318","-320.93","1100","-1800"
"2025/04/07 14:15:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:15:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:15:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:15:00","PJM-NYISO","23316","736.57","2400","-2400"
"2025/04/07 14:20:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:20:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:20:00","IMO-NYISO","23317","1555.58","2100","-1750"
"2025/04/07 14:20:00","ISONE-NYISO","23318","-373.88","1100","-1800"
"2025/04/07 14:20:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:20:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:20:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:20:00","PJM-NYISO","23316","731.82","2400","-2400"
"2025/04/07 14:25:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:25:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:25:00","IMO-NYISO","23317","1555.53","2100","-1750"
"2025/04/07 14:25:00","ISONE-NYISO","23318","-373.9","1100","-1800"
"2025/04/07 14:25:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:25:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:25:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:25:00","PJM-NYISO","23316","731.61","2400","-2400"
"2025/04/07 14:30:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:30:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:30:00","IMO-NYISO","23317","1555.53","2100","-1750"
"2025/04/07 14:30:00","ISONE-NYISO","23318","-329.95","1100","-1800"
"2025/04/07 14:30:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:30:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:30:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:30:00","PJM-NYISO","23316","729.55","2400","-2400"
"2025/04/07 14:35:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:35:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:35:00","IMO-NYISO","23317","1555.51","2100","-1750"
"2025/04/07 14:35:00","ISONE-NYISO","23318","-286.91","1100","-1800"
"2025/04/07 14:35:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:35:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:35:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:35:00","PJM-NYISO","23316","731.05","2400","-2400"
"2025/04/07 14:40:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:40:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:40:00","IMO-NYISO","23317","1555.53","2100","-1750"
"2025/04/07 14:40:00","ISONE-NYISO","23318","-286.92","1100","-1800"
"2025/04/07 14:40:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:40:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:40:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:40:00","PJM-NYISO","23316","730.91","2400","-2400"
"2025/04/07 14:45:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:45:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:45:00","IMO-NYISO","23317","1555.48","2100","-1750"
"2025/04/07 14:45:00","ISONE-NYISO","23318","-259.91","1100","-1800"
"2025/04/07 14:45:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:45:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:45:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:45:00","PJM-NYISO","23316","735.71","2400","-2400"
"2025/04/07 14:50:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:50:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:50:00","IMO-NYISO","23317","1555.49","2100","-1750"
"2025/04/07 14:50:00","ISONE-NYISO","23318","-232.92","1100","-1800"
"2025/04/07 14:50:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:50:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:50:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:50:00","PJM-NYISO","23316","736.07","2400","-2400"
"2025/04/07 14:55:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 14:55:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 14:55:00","IMO-NYISO","23317","1555.46","2100","-1750"
"2025/04/07 14:55:00","ISONE-NYISO","23318","-232.94","1100","-1800"
"2025/04/07 14:55:00","NPX-1385","325277","156","160","-160"
"2025/04/07 14:55:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 14:55:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 14:55:00","PJM-NYISO","23316","730.49","2400","-2400"
"2025/04/07 15:00:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 15:00:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 15:00:00","IMO-NYISO","23317","1559.54","2100","-1750"
"2025/04/07 15:00:00","ISONE-NYISO","23318","-295.96","1100","-1800"
"2025/04/07 15:00:00","NPX-1385","325277","156","160","-160"
"2025/04/07 15:00:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 15:00:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 15:00:00","PJM-NYISO","23316","757.14","2400","-2400"
"2025/04/07 15:05:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 15:05:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 15:05:00","IMO-NYISO","23317","1563.49","2100","-1750"
"2025/04/07 15:05:00","ISONE-NYISO","23318","-358.91","1100","-1800"
"2025/04/07 15:05:00","NPX-1385","325277","156","160","-160"
"2025/04/07 15:05:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 15:05:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 15:05:00","PJM-NYISO","23316","779.46","2400","-2400"
"2025/04/07 15:10:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 15:10:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 15:10:00","IMO-NYISO","23317","1563.48","2100","-1750"
"2025/04/07 15:10:00","ISONE-NYISO","23318","-358.91","1100","-1800"
"2025/04/07 15:10:00","NPX-1385","325277","156","160","-160"
"2025/04/07 15:10:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 15:10:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 15:10:00","PJM-NYISO","23316","778.61","2400","-2400"
"2025/04/07 15:15:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 15:15:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 15:15:00","IMO-NYISO","23317","1563.45","2100","-1750"
"2025/04/07 15:15:00","ISONE-NYISO","23318","-401.94","1100","-1800"
"2025/04/07 15:15:00","NPX-1385","325277","156","160","-160"
"2025/04/07 15:15:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 15:15:00","PJM-NEPTUNE","325305","550","660","-660"
"2025/04/07 15:15:00","PJM-NYISO","23316","791.91","2400","-2400"
"2025/04/07 15:20:00","HQ-CEDARS","325274","-100","220","-100"
"2025/04/07 15:20:00","HQ-NYISO","23324","-490","1020","-490"
"2025/04/07 15:20:00","IMO-NYISO","23317","1563.47","2100","-1750"
"2025/04/07 15:20:00","ISONE-NYISO","23318","-444.93","1100","-1800"
"2025/04/07 15:20:00","NPX-1385","325277","156","160","-160"
"2025/04/07 15:20:00","NPX-CSC","325154","330","330","-330"
"2025/04/07 15:20:00","PJM-NEPTUNE","325305","550","660","-660"
