"Time Stamp","Time Zone","Name","PTID","Load"
"10/03/2025 00:00:00","EDT","CAPITL",61757,1091.3501
"10/03/2025 00:00:00","EDT","CENTRL",61754,1351.4858
"10/03/2025 00:00:00","EDT","DUNWOD",61760,486.3103
"10/03/2025 00:00:00","EDT","GENESE",61753,873.0275
"10/03/2025 00:00:00","EDT","HUD VL",61758,864.5103
"10/03/2025 00:00:00","EDT","LONGIL",61762,1737.7979
"10/03/2025 00:00:00","EDT","MHK VL",61756,665.2764
"10/03/2025 00:00:00","EDT","MILLWD",61759,227.0496
"10/03/2025 00:00:00","EDT","N.Y.C.",61761,4486.665
"10/03/2025 00:00:00","EDT","NORTH",61755,524.5115
"10/03/2025 00:00:00","EDT","WEST",61752,1369.1289
"10/03/2025 00:05:00","EDT","CAPITL",61757,1086.9038
"10/03/2025 00:05:00","EDT","CENTRL",61754,1357.3694
"10/03/2025 00:05:00","EDT","DUNWOD",61760,484.6237
"10/03/2025 00:05:00","EDT","GENESE",61753,867.7084
"10/03/2025 00:05:00","EDT","HUD VL",61758,840.6159
"10/03/2025 00:05:00","EDT","LONGIL",61762,1721.9575
"10/03/2025 00:05:00","EDT","MHK VL",61756,670.4885
"10/03/2025 00:05:00","EDT","MILLWD",61759,220.4129
"10/03/2025 00:05:00","EDT","N.Y.C.",61761,4476.7695
"10/03/2025 00:05:00","EDT","NORTH",61755,536.2734
"10/03/2025 00:05:00","EDT","WEST",61752,1382.8394
"10/03/2025 00:10:00","EDT","CAPITL",61757,1105.0154
"10/03/2025 00:10:00","EDT","CENTRL",61754,1339.1431
"10/03/2025 00:10:00","EDT","DUNWOD",61760,484.4304
"10/03/2025 00:10:00","EDT","GENESE",61753,866.2548
"10/03/2025 00:10:00","EDT","HUD VL",61758,859.4221
"10/03/2025 00:10:00","EDT","LONGIL",61762,1728.3778
"10/03/2025 00:10:00","EDT","MHK VL",61756,657.4216
"10/03/2025 00:10:00","EDT","MILLWD",61759,208.2303
"10/03/2025 00:10:00","EDT","N.Y.C.",61761,4444.2285
"10/03/2025 00:10:00","EDT","NORTH",61755,548.4955
"10/03/2025 00:10:00","EDT","WEST",61752,1384.3035
"10/03/2025 00:15:00","EDT","CAPITL",61757,1108.3468
"10/03/2025 00:15:00","EDT","CENTRL",61754,1392.7795
"10/03/2025 00:15:00","EDT","DUNWOD",61760,504.3247
"10/03/2025 00:15:00","EDT","GENESE",61753,858.6054
"10/03/2025 00:15:00","EDT","HUD VL",61758,858.3804
"10/03/2025 00:15:00","EDT","LONGIL",61762,1701.7677
"10/03/2025 00:15:00","EDT","MHK VL",61756,652.3652
"10/03/2025 00:15:00","EDT","MILLWD",61759,219.6399
"10/03/2025 00:15:00","EDT","N.Y.C.",61761,4420.0293
"10/03/2025 00:15:00","EDT","NORTH",61755,546.7665
"10/03/2025 00:15:00","EDT","WEST",61752,1349.3882
"10/03/2025 00:20:00","EDT","CAPITL",61757,1088.7793
"10/03/2025 00:20:00","EDT","CENTRL",61754,1359.7949
"10/03/2025 00:20:00","EDT","DUNWOD",61760,478.6771
"10/03/2025 00:20:00","EDT","GENESE",61753,859.8075
"10/03/2025 00:20:00","EDT","HUD VL",61758,836.3215
"10/03/2025 00:20:00","EDT","LONGIL",61762,1709.0715
"10/03/2025 00:20:00","EDT","MHK VL",61756,672.223
"10/03/2025 00:20:00","EDT","MILLWD",61759,221.6557
"10/03/2025 00:20:00","EDT","N.Y.C.",61761,4400.8457
"10/03/2025 00:20:00","EDT","NORTH",61755,536.1511
