"Time Stamp","Time Zone","Name","PTID","Load"
"01/07/2026 00:00:00","EST","CAPITL",61757,1362.1074
"01/07/2026 00:00:00","EST","CENTRL",61754,1710.7769
"01/07/2026 00:00:00","EST","DUNWOD",61760,597.4171
"01/07/2026 00:00:00","EST","GENESE",61753,1038.4674
"01/07/2026 00:00:00","EST","HUD VL",61758,1096.5671
"01/07/2026 00:00:00","EST","LONGIL",61762,2079.584
"01/07/2026 00:00:00","EST","MHK VL",61756,878.0532
"01/07/2026 00:00:00","EST","MILLWD",61759,317.6815
"01/07/2026 00:00:00","EST","N.Y.C.",61761,5141.7476
"01/07/2026 00:00:00","EST","NORTH",61755,681.3665
"01/07/2026 00:00:00","EST","WEST",61752,1627.8312
"01/07/2026 00:05:00","EST","CAPITL",61757,1342.8212
"01/07/2026 00:05:00","EST","CENTRL",61754,1711.5671
"01/07/2026 00:05:00","EST","DUNWOD",61760,607.6638
"01/07/2026 00:05:00","EST","GENESE",61753,1030.9587
"01/07/2026 00:05:00","EST","HUD VL",61758,1093.1289
"01/07/2026 00:05:00","EST","LONGIL",61762,2053.7715
"01/07/2026 00:05:00","EST","MHK VL",61756,875.4073
"01/07/2026 00:05:00","EST","MILLWD",61759,303.8961
"01/07/2026 00:05:00","EST","N.Y.C.",61761,5083.957
"01/07/2026 00:05:00","EST","NORTH",61755,676.0759
"01/07/2026 00:05:00","EST","WEST",61752,1632.0485
"01/07/2026 00:10:00","EST","CAPITL",61757,1375.7299
"01/07/2026 00:10:00","EST","CENTRL",61754,1717.6958
"01/07/2026 00:10:00","EST","DUNWOD",61760,603.2437
"01/07/2026 00:10:00","EST","GENESE",61753,1027.8287
"01/07/2026 00:10:00","EST","HUD VL",61758,1088.4421
"01/07/2026 00:10:00","EST","LONGIL",61762,2056.716
"01/07/2026 00:10:00","EST","MHK VL",61756,869.6306
"01/07/2026 00:10:00","EST","MILLWD",61759,310.3275
"01/07/2026 00:10:00","EST","N.Y.C.",61761,5094.918
"01/07/2026 00:10:00","EST","NORTH",61755,678.8582
"01/07/2026 00:10:00","EST","WEST",61752,1628.881
"01/07/2026 00:15:00","EST","CAPITL",61757,1352.074
"01/07/2026 00:15:00","EST","CENTRL",61754,1707.248
"01/07/2026 00:15:00","EST","DUNWOD",61760,605.9998
"01/07/2026 00:15:00","EST","GENESE",61753,1014.5723
"01/07/2026 00:15:00","EST","HUD VL",61758,1082.8472
"01/07/2026 00:15:00","EST","LONGIL",61762,2039.6682
"01/07/2026 00:15:00","EST","MHK VL",61756,863.171
"01/07/2026 00:15:00","EST","MILLWD",61759,307.9147
"01/07/2026 00:15:00","EST","N.Y.C.",61761,5103.5103
"01/07/2026 00:15:00","EST","NORTH",61755,692.4647
"01/07/2026 00:15:00","EST","WEST",61752,1633.2968
"01/07/2026 00:20:00","EST","CAPITL",61757,1349.6611
"01/07/2026 00:20:00","EST","CENTRL",61754,1694.6816
"01/07/2026 00:20:00","EST","DUNWOD",61760,601.1885
"01/07/2026 00:20:00","EST","GENESE",61753,1014.7965
"01/07/2026 00:20:00","EST","HUD VL",61758,1071.3887
"01/07/2026 00:20:00","EST","LONGIL",61762,2041.525
"01/07/2026 00:20:00","EST","MHK VL",61756,877.4106
"01/07/2026 00:20:00","EST","MILLWD",61759,314.3602
"01/07/2026 00:20:00","EST","N.Y.C.",61761,5065.38
"01/07/2026 00:20:00","EST","NORTH",61755,676.0861
"01/07/2026 00:20:00","EST","WEST",61752,1626.7163
"01/07/2026 00:25:00","EST","CAPITL",61757,1341.0559
"01/07/2026 00:25:00","EST","CENTRL",61754,1701.3245
"01/07/2026 00:25:00","EST","DUNWOD",61760,593.9584
"01/07/2026 00:25:00","EST","GENESE",61753,1017.9191
"01/07/2026 00:25:00","EST","HUD VL",61758,1063.1694
"01/07/2026 00:25:00","EST","LONGIL",61762,2036.4767
"01/07/2026 00:25:00","EST","MHK VL",61756,865.5137
"01/07/2026 00:25:00","EST","MILLWD",61759,321.9318
"01/07/2026 00:25:00","EST","N.Y.C.",61761,5043.7974
"01/07/2026 00:25:00","EST","NORTH",61755,681.7
"01/07/2026 00:25:00","EST","WEST",61752,1629.9124
"01/07/2026 00:30:00","EST","CAPITL",61757,1350.648
"01/07/2026 00:30:00","EST","CENTRL",61754,1658.4736
"01/07/2026 00:30:00","EST","DUNWOD",61760,596.9944
"01/07/2026 00:30:00","EST","GENESE",61753,1008.8802
"01/07/2026 00:30:00","EST","HUD VL",61758,1063.5071
"01/07/2026 00:30:00","EST","LONGIL",61762,2020.8376
"01/07/2026 00:30:00","EST","MHK VL",61756,864.3236
"01/07/2026 00:30:00","EST","MILLWD",61759,306.5247
"01/07/2026 00:30:00","EST","N.Y.C.",61761,5024.797
"01/07/2026 00:30:00","EST","NORTH",61755,674.8602
"01/07/2026 00:30:00","EST","WEST",61752,1619.4617
"01/07/2026 00:35:00","EST","CAPITL",61757,1325.0889
"01/07/2026 00:35:00","EST","CENTRL",61754,1658.3821
"01/07/2026 00:35:00","EST","DUNWOD",61760,594.2678
"01/07/2026 00:35:00","EST","GENESE",61753,1008.5516
"01/07/2026 00:35:00","EST","HUD VL",61758,1068.2725
"01/07/2026 00:35:00","EST","LONGIL",61762,2016.7579
"01/07/2026 00:35:00","EST","MHK VL",61756,878.0383
"01/07/2026 00:35:00","EST","MILLWD",61759,316.4953
"01/07/2026 00:35:00","EST","N.Y.C.",61761,5019.579
"01/07/2026 00:35:00","EST","NORTH",61755,665.7813
"01/07/2026 00:35:00","EST","WEST",61752,1609.1981
"01/07/2026 00:40:00","EST","CAPITL",61757,1319.9816
"01/07/2026 00:40:00","EST","CENTRL",61754,1661.8708
"01/07/2026 00:40:00","EST","DUNWOD",61760,604.8995
"01/07/2026 00:40:00","EST","GENESE",61753,998.8645
"01/07/2026 00:40:00","EST","HUD VL",61758,1064.7183
"01/07/2026 00:40:00","EST","LONGIL",61762,1996.1304
"01/07/2026 00:40:00","EST","MHK VL",61756,866.7317
"01/07/2026 00:40:00","EST","MILLWD",61759,298.6859
"01/07/2026 00:40:00","EST","N.Y.C.",61761,4973.8857
"01/07/2026 00:40:00","EST","NORTH",61755,675.2509
"01/07/2026 00:40:00","EST","WEST",61752,1607.8657
"01/07/2026 00:45:00","EST","CAPITL",61757,1334.1831
"01/07/2026 00:45:00","EST","CENTRL",61754,1684.1018
"01/07/2026 00:45:00","EST","DUNWOD",61760,584.6289
"01/07/2026 00:45:00","EST","GENESE",61753,997.2186
"01/07/2026 00:45:00","EST","HUD VL",61758,1060.6433
"01/07/2026 00:45:00","EST","LONGIL",61762,2002.064
"01/07/2026 00:45:00","EST","MHK VL",61756,865.1329
"01/07/2026 00:45:00","EST","MILLWD",61759,306.6671
"01/07/2026 00:45:00","EST","N.Y.C.",61761,4963.8936
"01/07/2026 00:45:00","EST","NORTH",61755,666.1152
"01/07/2026 00:45:00","EST","WEST",61752,1613.0964
"01/07/2026 00:50:00","EST","CAPITL",61757,1325.941
"01/07/2026 00:50:00","EST","CENTRL",61754,1666.8098
"01/07/2026 00:50:00","EST","DUNWOD",61760,586.5183
"01/07/2026 00:50:00","EST","GENESE",61753,1002.0839
"01/07/2026 00:50:00","EST","HUD VL",61758,1056.113
"01/07/2026 00:50:00","EST","LONGIL",61762,1994.4636
"01/07/2026 00:50:00","EST","MHK VL",61756,859.4744
"01/07/2026 00:50:00","EST","MILLWD",61759,304.7451
"01/07/2026 00:50:00","EST","N.Y.C.",61761,4956.481
"01/07/2026 00:50:00","EST","NORTH",61755,668.9291
"01/07/2026 00:50:00","EST","WEST",61752,1600.3685
"01/07/2026 00:55:00","EST","CAPITL",61757,1323.7412
"01/07/2026 00:55:00","EST","CENTRL",61754,1693.5999
"01/07/2026 00:55:00","EST","DUNWOD",61760,592.3705
"01/07/2026 00:55:00","EST","GENESE",61753,1001.6252
"01/07/2026 00:55:00","EST","HUD VL",61758,1069.6323
"01/07/2026 00:55:00","EST","LONGIL",61762,1979.1227
"01/07/2026 00:55:00","EST","MHK VL",61756,850.7296
"01/07/2026 00:55:00","EST","MILLWD",61759,295.0771
"01/07/2026 00:55:00","EST","N.Y.C.",61761,4939.5557
"01/07/2026 00:55:00","EST","NORTH",61755,673.4414
"01/07/2026 00:55:00","EST","WEST",61752,1600.1499
"01/07/2026 01:00:00","EST","CAPITL",61757,1324.2686
"01/07/2026 01:00:00","EST","CENTRL",61754,1649.4236
"01/07/2026 01:00:00","EST","DUNWOD",61760,587.1199
"01/07/2026 01:00:00","EST","GENESE",61753,989.5869
"01/07/2026 01:00:00","EST","HUD VL",61758,1058.2776
"01/07/2026 01:00:00","EST","LONGIL",61762,1964.7196
"01/07/2026 01:00:00","EST","MHK VL",61756,852.9753
"01/07/2026 01:00:00","EST","MILLWD",61759,297.6858
"01/07/2026 01:00:00","EST","N.Y.C.",61761,4925.6904
"01/07/2026 01:00:00","EST","NORTH",61755,678.2868
"01/07/2026 01:00:00","EST","WEST",61752,1596.0963
"01/07/2026 01:05:00","EST","CAPITL",61757,1318.262
"01/07/2026 01:05:00","EST","CENTRL",61754,1670.562
"01/07/2026 01:05:00","EST","DUNWOD",61760,594.8006
"01/07/2026 01:05:00","EST","GENESE",61753,990.1954
"01/07/2026 01:05:00","EST","HUD VL",61758,1051.4987
"01/07/2026 01:05:00","EST","LONGIL",61762,1950.1531
"01/07/2026 01:05:00","EST","MHK VL",61756,856.8832
"01/07/2026 01:05:00","EST","MILLWD",61759,294.7385
"01/07/2026 01:05:00","EST","N.Y.C.",61761,4846.8926
"01/07/2026 01:05:00","EST","NORTH",61755,668.6646
"01/07/2026 01:05:00","EST","WEST",61752,1585.0344
"01/07/2026 01:10:00","EST","CAPITL",61757,1330.247
"01/07/2026 01:10:00","EST","CENTRL",61754,1675.0803
"01/07/2026 01:10:00","EST","DUNWOD",61760,572.0729
"01/07/2026 01:10:00","EST","GENESE",61753,991.251
"01/07/2026 01:10:00","EST","HUD VL",61758,1026.3262
"01/07/2026 01:10:00","EST","LONGIL",61762,1951.5901
"01/07/2026 01:10:00","EST","MHK VL",61756,828.6346
"01/07/2026 01:10:00","EST","MILLWD",61759,306.7468
"01/07/2026 01:10:00","EST","N.Y.C.",61761,4871.6147
"01/07/2026 01:10:00","EST","NORTH",61755,691.0182
"01/07/2026 01:10:00","EST","WEST",61752,1607.3718
"01/07/2026 01:15:00","EST","CAPITL",61757,1307.592
"01/07/2026 01:15:00","EST","CENTRL",61754,1685.8962
"01/07/2026 01:15:00","EST","DUNWOD",61760,552.9305
"01/07/2026 01:15:00","EST","GENESE",61753,986.1464
"01/07/2026 01:15:00","EST","HUD VL",61758,1047.0928
"01/07/2026 01:15:00","EST","LONGIL",61762,1934.5417
"01/07/2026 01:15:00","EST","MHK VL",61756,847.7264
"01/07/2026 01:15:00","EST","MILLWD",61759,302.6451
"01/07/2026 01:15:00","EST","N.Y.C.",61761,4882.0703
"01/07/2026 01:15:00","EST","NORTH",61755,669.7913
"01/07/2026 01:15:00","EST","WEST",61752,1585.5734
"01/07/2026 01:20:00","EST","CAPITL",61757,1326.2473
"01/07/2026 01:20:00","EST","CENTRL",61754,1666.3081
"01/07/2026 01:20:00","EST","DUNWOD",61760,568.7017
"01/07/2026 01:20:00","EST","GENESE",61753,986.9316
"01/07/2026 01:20:00","EST","HUD VL",61758,1030.1575
"01/07/2026 01:20:00","EST","LONGIL",61762,1940.4751
"01/07/2026 01:20:00","EST","MHK VL",61756,843.8838
"01/07/2026 01:20:00","EST","MILLWD",61759,303.6453
"01/07/2026 01:20:00","EST","N.Y.C.",61761,4878.8096
"01/07/2026 01:20:00","EST","NORTH",61755,689.0939
"01/07/2026 01:20:00","EST","WEST",61752,1619.0796
"01/07/2026 01:25:00","EST","CAPITL",61757,1313.8464
"01/07/2026 01:25:00","EST","CENTRL",61754,1660.5117
"01/07/2026 01:25:00","EST","DUNWOD",61760,568.6594
"01/07/2026 01:25:00","EST","GENESE",61753,988.1173
"01/07/2026 01:25:00","EST","HUD VL",61758,1026.2495
"01/07/2026 01:25:00","EST","LONGIL",61762,1925.3026
"01/07/2026 01:25:00","EST","MHK VL",61756,868.9375
"01/07/2026 01:25:00","EST","MILLWD",61759,304.7192
"01/07/2026 01:25:00","EST","N.Y.C.",61761,4845.4907
"01/07/2026 01:25:00","EST","NORTH",61755,676.7449
"01/07/2026 01:25:00","EST","WEST",61752,1589.6985
"01/07/2026 01:30:00","EST","CAPITL",61757,1319.6853
"01/07/2026 01:30:00","EST","CENTRL",61754,1668.8428
"01/07/2026 01:30:00","EST","DUNWOD",61760,569.7116
"01/07/2026 01:30:00","EST","GENESE",61753,979.9572
"01/07/2026 01:30:00","EST","HUD VL",61758,1064.0671
"01/07/2026 01:30:00","EST","LONGIL",61762,1910.376
"01/07/2026 01:30:00","EST","MHK VL",61756,852.944
"01/07/2026 01:30:00","EST","MILLWD",61759,291.7456
"01/07/2026 01:30:00","EST","N.Y.C.",61761,4823.178
"01/07/2026 01:30:00","EST","NORTH",61755,662.0913
"01/07/2026 01:30:00","EST","WEST",61752,1581.6414
"01/07/2026 01:35:00","EST","CAPITL",61757,1317.5667
"01/07/2026 01:35:00","EST","CENTRL",61754,1639.2954
"01/07/2026 01:35:00","EST","DUNWOD",61760,557.1546
"01/07/2026 01:35:00","EST","GENESE",61753,978.1843
"01/07/2026 01:35:00","EST","HUD VL",61758,1034.5085
"01/07/2026 01:35:00","EST","LONGIL",61762,1920.5938
