"Time Stamp","Time Zone","Name","PTID","Load"
"10/07/2025 00:00:00","EDT","CAPITL",61757,1168.556
"10/07/2025 00:00:00","EDT","CENTRL",61754,1466.0675
"10/07/2025 00:00:00","EDT","DUNWOD",61760,574.7966
"10/07/2025 00:00:00","EDT","GENESE",61753,972.7205
"10/07/2025 00:00:00","EDT","HUD VL",61758,964.7423
"10/07/2025 00:00:00","EDT","LONGIL",61762,2062.564
"10/07/2025 00:00:00","EDT","MHK VL",61756,677.616
"10/07/2025 00:00:00","EDT","MILLWD",61759,243.6469
"10/07/2025 00:00:00","EDT","N.Y.C.",61761,5320.559
"10/07/2025 00:00:00","EDT","NORTH",61755,561.6322
"10/07/2025 00:00:00","EDT","WEST",61752,1517.2251
"10/07/2025 00:05:00","EDT","CAPITL",61757,1181.1475
"10/07/2025 00:05:00","EDT","CENTRL",61754,1440.4874
"10/07/2025 00:05:00","EDT","DUNWOD",61760,572.6561
"10/07/2025 00:05:00","EDT","GENESE",61753,970.917
"10/07/2025 00:05:00","EDT","HUD VL",61758,937.5638
"10/07/2025 00:05:00","EDT","LONGIL",61762,2026.47
"10/07/2025 00:05:00","EDT","MHK VL",61756,690.4651
"10/07/2025 00:05:00","EDT","MILLWD",61759,247.9855
"10/07/2025 00:05:00","EDT","N.Y.C.",61761,5301.3135
"10/07/2025 00:05:00","EDT","NORTH",61755,556.5815
"10/07/2025 00:05:00","EDT","WEST",61752,1535.0845
"10/07/2025 00:10:00","EDT","CAPITL",61757,1144.0442
"10/07/2025 00:10:00","EDT","CENTRL",61754,1453.627
"10/07/2025 00:10:00","EDT","DUNWOD",61760,584.4832
"10/07/2025 00:10:00","EDT","GENESE",61753,964.8796
"10/07/2025 00:10:00","EDT","HUD VL",61758,959.9585
"10/07/2025 00:10:00","EDT","LONGIL",61762,2031.9641
"10/07/2025 00:10:00","EDT","MHK VL",61756,664.0275
"10/07/2025 00:10:00","EDT","MILLWD",61759,236.0888
"10/07/2025 00:10:00","EDT","N.Y.C.",61761,5290.4746
"10/07/2025 00:10:00","EDT","NORTH",61755,563.5017
"10/07/2025 00:10:00","EDT","WEST",61752,1521.9004
"10/07/2025 00:15:00","EDT","CAPITL",61757,1160.4563
"10/07/2025 00:15:00","EDT","CENTRL",61754,1480.5133
"10/07/2025 00:15:00","EDT","DUNWOD",61760,584.9438
"10/07/2025 00:15:00","EDT","GENESE",61753,958.6503
"10/07/2025 00:15:00","EDT","HUD VL",61758,960.6356
"10/07/2025 00:15:00","EDT","LONGIL",61762,2014.7882
"10/07/2025 00:15:00","EDT","MHK VL",61756,668.6761
"10/07/2025 00:15:00","EDT","MILLWD",61759,226.9542
"10/07/2025 00:15:00","EDT","N.Y.C.",61761,5243.3755
"10/07/2025 00:15:00","EDT","NORTH",61755,566.126
"10/07/2025 00:15:00","EDT","WEST",61752,1499.5112
"10/07/2025 00:20:00","EDT","CAPITL",61757,1166.8536
"10/07/2025 00:20:00","EDT","CENTRL",61754,1482.134
"10/07/2025 00:20:00","EDT","DUNWOD",61760,566.9458
"10/07/2025 00:20:00","EDT","GENESE",61753,942.594
"10/07/2025 00:20:00","EDT","HUD VL",61758,932.0193
"10/07/2025 00:20:00","EDT","LONGIL",61762,2002.6196
"10/07/2025 00:20:00","EDT","MHK VL",61756,658.8677
"10/07/2025 00:20:00","EDT","MILLWD",61759,243.9128
"10/07/2025 00:20:00","EDT","N.Y.C.",61761,5224.308
"10/07/2025 00:20:00","EDT","NORTH",61755,570.2653
"10/07/2025 00:20:00","EDT","WEST",61752,1516.3014
"10/07/2025 00:25:00","EDT","CAPITL",61757,1153.5531
"10/07/2025 00:25:00","EDT","CENTRL",61754,1442.2009
"10/07/2025 00:25:00","EDT","DUNWOD",61760,564.6174
"10/07/2025 00:25:00","EDT","GENESE",61753,944.8253
"10/07/2025 00:25:00","EDT","HUD VL",61758,940.7838
"10/07/2025 00:25:00","EDT","LONGIL",61762,2009.0121
"10/07/2025 00:25:00","EDT","MHK VL",61756,672.4476
"10/07/2025 00:25:00","EDT","MILLWD",61759,230.9804
"10/07/2025 00:25:00","EDT","N.Y.C.",61761,5189.8447
"10/07/2025 00:25:00","EDT","NORTH",61755,556.1434
"10/07/2025 00:25:00","EDT","WEST",61752,1513.3217
"10/07/2025 00:30:00","EDT","CAPITL",61757,1143.4373
"10/07/2025 00:30:00","EDT","CENTRL",61754,1447.6381
