"RTD End Time Stamp","Zone Name","Zone PTID","RTD Actual Load"
"2025/04/07 00:20:00","DUNWOD","61760","516.98"
"2025/04/07 00:20:00","GENESE","61753","884.2195"
"2025/04/07 00:20:00","HUD VL","61758","890.9639"
"2025/04/07 00:20:00","LONGIL","61762","1666.7358"
"2025/04/07 00:20:00","MHK VL","61756","700.7295"
"2025/04/07 00:20:00","MILLWD","61759","242.2896"
"2025/04/07 00:20:00","N.Y.C.","61761","4356.997"
"2025/04/07 00:20:00","NORTH","61755","590.0222"
"2025/04/07 00:20:00","WEST","61752","1607.9271"
"2025/04/07 00:25:00","CAPITL","61757","1066.8505"
"2025/04/07 00:25:00","CENTRL","61754","1499.8818"
"2025/04/07 00:25:00","DUNWOD","61760","535.2741"
"2025/04/07 00:25:00","GENESE","61753","890.3131"
"2025/04/07 00:25:00","HUD VL","61758","863.813"
"2025/04/07 00:25:00","LONGIL","61762","1674.6136"
"2025/04/07 00:25:00","MHK VL","61756","715.0623"
"2025/04/07 00:25:00","MILLWD","61759","227.013"
"2025/04/07 00:25:00","N.Y.C.","61761","4332.175"
"2025/04/07 00:25:00","NORTH","61755","584.5369"
"2025/04/07 00:25:00","WEST","61752","1573.0299"
"2025/04/07 00:30:00","CAPITL","61757","1061.5736"
"2025/04/07 00:30:00","CENTRL","61754","1478.6577"
"2025/04/07 00:30:00","DUNWOD","61760","515.3029"
"2025/04/07 00:30:00","GENESE","61753","898.8461"
"2025/04/07 00:30:00","HUD VL","61758","865.7986"
"2025/04/07 00:30:00","LONGIL","61762","1670.1868"
"2025/04/07 00:30:00","MHK VL","61756","708.634"
"2025/04/07 00:30:00","MILLWD","61759","235.2977"
"2025/04/07 00:30:00","N.Y.C.","61761","4316.74"
"2025/04/07 00:30:00","NORTH","61755","586.5483"
"2025/04/07 00:30:00","WEST","61752","1561.1722"
"2025/04/07 00:35:00","CAPITL","61757","1050.9681"
"2025/04/07 00:35:00","CENTRL","61754","1494.7428"
"2025/04/07 00:35:00","DUNWOD","61760","514.3058"
"2025/04/07 00:35:00","GENESE","61753","884.2634"
"2025/04/07 00:35:00","HUD VL","61758","839.4856"
"2025/04/07 00:35:00","LONGIL","61762","1664.4408"
"2025/04/07 00:35:00","MHK VL","61756","695.4056"
"2025/04/07 00:35:00","MILLWD","61759","247.3285"
"2025/04/07 00:35:00","N.Y.C.","61761","4298.4873"
"2025/04/07 00:35:00","NORTH","61755","597.0981"
"2025/04/07 00:35:00","WEST","61752","1557.8528"
"2025/04/07 00:40:00","CAPITL","61757","1054.4464"
"2025/04/07 00:40:00","CENTRL","61754","1498.1155"
"2025/04/07 00:40:00","DUNWOD","61760","519.7145"
"2025/04/07 00:40:00","GENESE","61753","881.6054"
"2025/04/07 00:40:00","HUD VL","61758","874.5435"
"2025/04/07 00:40:00","LONGIL","61762","1647.8799"
"2025/04/07 00:40:00","MHK VL","61756","734.9956"
"2025/04/07 00:40:00","MILLWD","61759","230.3021"
"2025/04/07 00:40:00","N.Y.C.","61761","4281.802"
"2025/04/07 00:40:00","NORTH","61755","558.2647"
"2025/04/07 00:40:00","WEST","61752","1573.5903"
"2025/04/07 00:45:00","CAPITL","61757","1050.2437"
"2025/04/07 00:45:00","CENTRL","61754","1497.023"
"2025/04/07 00:45:00","DUNWOD","61760","507.2296"
"2025/04/07 00:45:00","GENESE","61753","882.983"
"2025/04/07 00:45:00","HUD VL","61758","858.8864"
"2025/04/07 00:45:00","LONGIL","61762","1639.7732"
"2025/04/07 00:45:00","MHK VL","61756","714.1608"
"2025/04/07 00:45:00","MILLWD","61759","228.7288"
"2025/04/07 00:45:00","N.Y.C.","61761","4281.677"
"2025/04/07 00:45:00","NORTH","61755","574.1132"
"2025/04/07 00:45:00","WEST","61752","1562.9868"
"2025/04/07 00:50:00","CAPITL","61757","1055.7651"
"2025/04/07 00:50:00","CENTRL","61754","1506.9141"
"2025/04/07 00:50:00","DUNWOD","61760","502.5352"
"2025/04/07 00:50:00","GENESE","61753","874.3189"
"2025/04/07 00:50:00","HUD VL","61758","841.1337"
"2025/04/07 00:50:00","LONGIL","61762","1633.5804"
"2025/04/07 00:50:00","MHK VL","61756","711.4066"
"2025/04/07 00:50:00","MILLWD","61759","232.8298"
"2025/04/07 00:50:00","N.Y.C.","61761","4266.2744"
"2025/04/07 00:50:00","NORTH","61755","577.2129"
"2025/04/07 00:50:00","WEST","61752","1560.1438"
"2025/04/07 00:55:00","CAPITL","61757","1071.3364"
"2025/04/07 00:55:00","CENTRL","61754","1501.6975"
"2025/04/07 00:55:00","DUNWOD","61760","507.2741"
"2025/04/07 00:55:00","GENESE","61753","873.0055"
"2025/04/07 00:55:00","HUD VL","61758","849.7358"
"2025/04/07 00:55:00","LONGIL","61762","1637.4574"
"2025/04/07 00:55:00","MHK VL","61756","674.8973"
"2025/04/07 00:55:00","MILLWD","61759","228.8859"
"2025/04/07 00:55:00","N.Y.C.","61761","4223.205"
"2025/04/07 00:55:00","NORTH","61755","585.5527"
"2025/04/07 00:55:00","WEST","61752","1551.6434"
"2025/04/07 01:00:00","CAPITL","61757","1036.9646"
"2025/04/07 01:00:00","CENTRL","61754","1437.9038"
"2025/04/07 01:00:00","DUNWOD","61760","505.7614"
"2025/04/07 01:00:00","GENESE","61753","884.5963"
"2025/04/07 01:00:00","HUD VL","61758","861.0824"
"2025/04/07 01:00:00","LONGIL","61762","1625.1495"
"2025/04/07 01:00:00","MHK VL","61756","692.883"
"2025/04/07 01:00:00","MILLWD","61759","228.0654"
"2025/04/07 01:00:00","N.Y.C.","61761","4204.1807"
"2025/04/07 01:00:00","NORTH","61755","593.8021"
"2025/04/07 01:00:00","WEST","61752","1571.6936"
"2025/04/07 01:05:00","CAPITL","61757","1050.4644"
"2025/04/07 01:05:00","CENTRL","61754","1454.3516"
"2025/04/07 01:05:00","DUNWOD","61760","505.6259"
"2025/04/07 01:05:00","GENESE","61753","880.8807"
"2025/04/07 01:05:00","HUD VL","61758","839.9356"
"2025/04/07 01:05:00","LONGIL","61762","1616.4993"
"2025/04/07 01:05:00","MHK VL","61756","695.4918"
"2025/04/07 01:05:00","MILLWD","61759","226.5947"
"2025/04/07 01:05:00","N.Y.C.","61761","4195.859"
"2025/04/07 01:05:00","NORTH","61755","578.7539"
"2025/04/07 01:05:00","WEST","61752","1549.4951"
"2025/04/07 01:10:00","CAPITL","61757","1042.1992"
"2025/04/07 01:10:00","CENTRL","61754","1442.7959"
"2025/04/07 01:10:00","DUNWOD","61760","498.8153"
"2025/04/07 01:10:00","GENESE","61753","869.7611"
"2025/04/07 01:10:00","HUD VL","61758","849.5649"
"2025/04/07 01:10:00","LONGIL","61762","1604.9855"
"2025/04/07 01:10:00","MHK VL","61756","695.9644"
"2025/04/07 01:10:00","MILLWD","61759","244.4089"
"2025/04/07 01:10:00","N.Y.C.","61761","4174.3184"
"2025/04/07 01:10:00","NORTH","61755","603.3062"
"2025/04/07 01:10:00","WEST","61752","1542.4484"
"2025/04/07 01:15:00","CAPITL","61757","1032.0251"
"2025/04/07 01:15:00","CENTRL","61754","1434.4956"
"2025/04/07 01:15:00","DUNWOD","61760","502.2485"
"2025/04/07 01:15:00","GENESE","61753","863.6077"
"2025/04/07 01:15:00","HUD VL","61758","846.2318"
"2025/04/07 01:15:00","LONGIL","61762","1590.354"
"2025/04/07 01:15:00","MHK VL","61756","727.9706"
"2025/04/07 01:15:00","MILLWD","61759","230.3581"
"2025/04/07 01:15:00","N.Y.C.","61761","4171.827"
"2025/04/07 01:15:00","NORTH","61755","590.5073"
"2025/04/07 01:15:00","WEST","61752","1545.8513"
"2025/04/07 01:20:00","CAPITL","61757","1046.618"
"2025/04/07 01:20:00","CENTRL","61754","1420.769"
"2025/04/07 01:20:00","DUNWOD","61760","498.6642"
"2025/04/07 01:20:00","GENESE","61753","871.8959"
"2025/04/07 01:20:00","HUD VL","61758","835.1762"
"2025/04/07 01:20:00","LONGIL","61762","1604.352"
"2025/04/07 01:20:00","MHK VL","61756","708.1179"
"2025/04/07 01:20:00","MILLWD","61759","240.8681"
"2025/04/07 01:20:00","N.Y.C.","61761","4156.792"
"2025/04/07 01:20:00","NORTH","61755","616.2082"
"2025/04/07 01:20:00","WEST","61752","1542.9686"
"2025/04/07 01:25:00","CAPITL","61757","1030.7268"
"2025/04/07 01:25:00","CENTRL","61754","1435.1677"
"2025/04/07 01:25:00","DUNWOD","61760","479.2853"
"2025/04/07 01:25:00","GENESE","61753","866.1527"
"2025/04/07 01:25:00","HUD VL","61758","827.0012"
"2025/04/07 01:25:00","LONGIL","61762","1589.6991"
"2025/04/07 01:25:00","MHK VL","61756","697.0217"
"2025/04/07 01:25:00","MILLWD","61759","227.5778"
"2025/04/07 01:25:00","N.Y.C.","61761","4149.29"
"2025/04/07 01:25:00","NORTH","61755","614.0941"
"2025/04/07 01:25:00","WEST","61752","1550.095"
"2025/04/07 01:30:00","CAPITL","61757","1038.7659"
"2025/04/07 01:30:00","CENTRL","61754","1423.294"
"2025/04/07 01:30:00","DUNWOD","61760","476.7069"
"2025/04/07 01:30:00","GENESE","61753","874.7722"
"2025/04/07 01:30:00","HUD VL","61758","832.0035"
"2025/04/07 01:30:00","LONGIL","61762","1583.0483"
"2025/04/07 01:30:00","MHK VL","61756","679.4182"
"2025/04/07 01:30:00","MILLWD","61759","238.8318"
"2025/04/07 01:30:00","N.Y.C.","61761","4134.7036"
"2025/04/07 01:30:00","NORTH","61755","622.9898"
"2025/04/07 01:30:00","WEST","61752","1528.3882"
"2025/04/07 01:35:00","CAPITL","61757","1015.0149"
"2025/04/07 01:35:00","CENTRL","61754","1434.9636"
"2025/04/07 01:35:00","DUNWOD","61760","488.1822"
"2025/04/07 01:35:00","GENESE","61753","866.7071"
"2025/04/07 01:35:00","HUD VL","61758","825.4694"
"2025/04/07 01:35:00","LONGIL","61762","1576.623"
"2025/04/07 01:35:00","MHK VL","61756","691.3709"
"2025/04/07 01:35:00","MILLWD","61759","205.6926"
"2025/04/07 01:35:00","N.Y.C.","61761","4118.207"
"2025/04/07 01:35:00","NORTH","61755","604.5549"
"2025/04/07 01:35:00","WEST","61752","1540.9702"
"2025/04/07 01:40:00","CAPITL","61757","1031.8925"
"2025/04/07 01:40:00","CENTRL","61754","1430.653"
"2025/04/07 01:40:00","DUNWOD","61760","473.4856"
"2025/04/07 01:40:00","GENESE","61753","866.5149"
"2025/04/07 01:40:00","HUD VL","61758","823.6028"
"2025/04/07 01:40:00","LONGIL","61762","1578.4319"
"2025/04/07 01:40:00","MHK VL","61756","717.4629"
"2025/04/07 01:40:00","MILLWD","61759","226.0501"
"2025/04/07 01:40:00","N.Y.C.","61761","4124.2334"
"2025/04/07 01:40:00","NORTH","61755","567.9369"
"2025/04/07 01:40:00","WEST","61752","1542.5312"
"2025/04/07 01:45:00","CAPITL","61757","1026.0089"
"2025/04/07 01:45:00","CENTRL","61754","1454.3619"
"2025/04/07 01:45:00","DUNWOD","61760","474.1585"
"2025/04/07 01:45:00","GENESE","61753","860.7142"
"2025/04/07 01:45:00","HUD VL","61758","860.0936"
"2025/04/07 01:45:00","LONGIL","61762","1570.2941"
"2025/04/07 01:45:00","MHK VL","61756","690.9778"
"2025/04/07 01:45:00","MILLWD","61759","219.823"
"2025/04/07 01:45:00","N.Y.C.","61761","4120.4814"
"2025/04/07 01:45:00","NORTH","61755","615.3095"
"2025/04/07 01:45:00","WEST","61752","1564.8523"
"2025/04/07 01:50:00","CAPITL","61757","1026.2615"
"2025/04/07 01:50:00","CENTRL","61754","1494.7568"
"2025/04/07 01:50:00","DUNWOD","61760","471.3662"
"2025/04/07 01:50:00","GENESE","61753","861.9097"
"2025/04/07 01:50:00","HUD VL","61758","845.3499"
"2025/04/07 01:50:00","LONGIL","61762","1564.9211"
"2025/04/07 01:50:00","MHK VL","61756","686.8419"
"2025/04/07 01:50:00","MILLWD","61759","230.5048"
"2025/04/07 01:50:00","N.Y.C.","61761","4102.542"
"2025/04/07 01:50:00","NORTH","61755","616.9049"
"2025/04/07 01:50:00","WEST","61752","1545.4302"
"2025/04/07 01:55:00","CAPITL","61757","1032.7155"
"2025/04/07 01:55:00","CENTRL","61754","1458.5891"
"2025/04/07 01:55:00","DUNWOD","61760","467.1498"
"2025/04/07 01:55:00","GENESE","61753","859.0259"
"2025/04/07 01:55:00","HUD VL","61758","798.0955"
"2025/04/07 01:55:00","LONGIL","61762","1563.3816"
"2025/04/07 01:55:00","MHK VL","61756","703.572"
"2025/04/07 01:55:00","MILLWD","61759","228.163"
"2025/04/07 01:55:00","N.Y.C.","61761","4093.8315"
"2025/04/07 01:55:00","NORTH","61755","597.488"
"2025/04/07 01:55:00","WEST","61752","1535.9556"
"2025/04/07 02:00:00","CAPITL","61757","1026.6716"
"2025/04/07 02:00:00","CENTRL","61754","1475.522"
"2025/04/07 02:00:00","DUNWOD","61760","460.6722"
"2025/04/07 02:00:00","GENESE","61753","860.7946"
"2025/04/07 02:00:00","HUD VL","61758","813.381"
"2025/04/07 02:00:00","LONGIL","61762","1558.6018"
"2025/04/07 02:00:00","MHK VL","61756","688.6756"
"2025/04/07 02:00:00","MILLWD","61759","224.5575"
"2025/04/07 02:00:00","N.Y.C.","61761","4096.7085"
"2025/04/07 02:00:00","NORTH","61755","614.4854"
"2025/04/07 02:00:00","WEST","61752","1531.146"
"2025/04/07 02:05:00","CAPITL","61757","1025.9492"
"2025/04/07 02:05:00","CENTRL","61754","1478.2384"
"2025/04/07 02:05:00","DUNWOD","61760","460.5336"
"2025/04/07 02:05:00","GENESE","61753","861.5715"
"2025/04/07 02:05:00","HUD VL","61758","834.9626"
"2025/04/07 02:05:00","LONGIL","61762","1538.4679"
"2025/04/07 02:05:00","MHK VL","61756","699.0201"
"2025/04/07 02:05:00","MILLWD","61759","225.0818"
"2025/04/07 02:05:00","N.Y.C.","61761","4078.212"
"2025/04/07 02:05:00","NORTH","61755","606.4794"
"2025/04/07 02:05:00","WEST","61752","1521.5789"
"2025/04/07 02:10:00","CAPITL","61757","1025.1609"
"2025/04/07 02:10:00","CENTRL","61754","1455.5916"
"2025/04/07 02:10:00","DUNWOD","61760","468.3774"
"2025/04/07 02:10:00","GENESE","61753","857.4452"
"2025/04/07 02:10:00","HUD VL","61758","835.9603"
"2025/04/07 02:10:00","LONGIL","61762","1542.5743"
"2025/04/07 02:10:00","MHK VL","61756","687.2414"
"2025/04/07 02:10:00","MILLWD","61759","202.296"
"2025/04/07 02:10:00","N.Y.C.","61761","4083.2852"
"2025/04/07 02:10:00","NORTH","61755","611.9596"
"2025/04/07 02:10:00","WEST","61752","1533.366"
"2025/04/07 02:15:00","CAPITL","61757","1038.0526"
"2025/04/07 02:15:00","CENTRL","61754","1487.4954"
"2025/04/07 02:15:00","DUNWOD","61760","462.2202"
"2025/04/07 02:15:00","GENESE","61753","857.2982"
"2025/04/07 02:15:00","HUD VL","61758","820.7602"
"2025/04/07 02:15:00","LONGIL","61762","1545.6031"
"2025/04/07 02:15:00","MHK VL","61756","691.2594"
"2025/04/07 02:15:00","MILLWD","61759","226.571"
"2025/04/07 02:15:00","N.Y.C.","61761","4070.8647"
"2025/04/07 02:15:00","NORTH","61755","613.2989"
"2025/04/07 02:15:00","WEST","61752","1537.5894"
"2025/04/07 02:20:00","CAPITL","61757","1028.2891"
"2025/04/07 02:20:00","CENTRL","61754","1465.2122"
"2025/04/07 02:20:00","DUNWOD","61760","457.0733"
"2025/04/07 02:20:00","GENESE","61753","856.6397"
"2025/04/07 02:20:00","HUD VL","61758","805.8342"
"2025/04/07 02:20:00","LONGIL","61762","1541.2473"
"2025/04/07 02:20:00","MHK VL","61756","688.5721"
"2025/04/07 02:20:00","MILLWD","61759","224.61"
"2025/04/07 02:20:00","N.Y.C.","61761","4061.1963"
"2025/04/07 02:20:00","NORTH","61755","626.2887"
"2025/04/07 02:20:00","WEST","61752","1534.7383"
"2025/04/07 02:25:00","CAPITL","61757","1012.3342"
"2025/04/07 02:25:00","CENTRL","61754","1484.0144"
"2025/04/07 02:25:00","DUNWOD","61760","461.5426"
"2025/04/07 02:25:00","GENESE","61753","851.9356"
"2025/04/07 02:25:00","HUD VL","61758","850.3375"
"2025/04/07 02:25:00","LONGIL","61762","1548.3015"
"2025/04/07 02:25:00","MHK VL","61756","692.4481"
"2025/04/07 02:25:00","MILLWD","61759","215.0661"
"2025/04/07 02:25:00","N.Y.C.","61761","4053.6094"
"2025/04/07 02:25:00","NORTH","61755","606.4131"
"2025/04/07 02:25:00","WEST","61752","1528.5497"
"2025/04/07 02:30:00","CAPITL","61757","1036.3167"
"2025/04/07 02:30:00","CENTRL","61754","1474.8184"
"2025/04/07 02:30:00","DUNWOD","61760","456.401"
"2025/04/07 02:30:00","GENESE","61753","853.8381"
"2025/04/07 02:30:00","HUD VL","61758","821.4047"
"2025/04/07 02:30:00","LONGIL","61762","1533.0199"
"2025/04/07 02:30:00","MHK VL","61756","704.478"
"2025/04/07 02:30:00","MILLWD","61759","224.4356"
"2025/04/07 02:30:00","N.Y.C.","61761","4054.756"
"2025/04/07 02:30:00","NORTH","61755","593.5622"
"2025/04/07 02:30:00","WEST","61752","1551.5701"
"2025/04/07 02:35:00","CAPITL","61757","1030.282"
"2025/04/07 02:35:00","CENTRL","61754","1476.4174"
"2025/04/07 02:35:00","DUNWOD","61760","466.7042"
"2025/04/07 02:35:00","GENESE","61753","858.2647"
"2025/04/07 02:35:00","HUD VL","61758","795.6851"
"2025/04/07 02:35:00","LONGIL","61762","1534.1963"
"2025/04/07 02:35:00","MHK VL","61756","701.4197"
"2025/04/07 02:35:00","MILLWD","61759","224.5585"
"2025/04/07 02:35:00","N.Y.C.","61761","4056.33"
"2025/04/07 02:35:00","NORTH","61755","585.6264"
"2025/04/07 02:35:00","WEST","61752","1536.9631"
"2025/04/07 02:40:00","CAPITL","61757","1031.852"
"2025/04/07 02:40:00","CENTRL","61754","1430.239"
"2025/04/07 02:40:00","DUNWOD","61760","458.4703"
"2025/04/07 02:40:00","GENESE","61753","853.9015"
"2025/04/07 02:40:00","HUD VL","61758","819.0546"
"2025/04/07 02:40:00","LONGIL","61762","1525.6748"
"2025/04/07 02:40:00","MHK VL","61756","705.4497"
"2025/04/07 02:40:00","MILLWD","61759","222.5132"
"2025/04/07 02:40:00","N.Y.C.","61761","4038.983"
"2025/04/07 02:40:00","NORTH","61755","591.494"
"2025/04/07 02:40:00","WEST","61752","1517.8966"
"2025/04/07 02:45:00","CAPITL","61757","1020.8835"
"2025/04/07 02:45:00","CENTRL","61754","1437.4678"
"2025/04/07 02:45:00","DUNWOD","61760","453.9354"
"2025/04/07 02:45:00","GENESE","61753","852.5676"
"2025/04/07 02:45:00","HUD VL","61758","801.7971"
"2025/04/07 02:45:00","LONGIL","61762","1525.6803"
"2025/04/07 02:45:00","MHK VL","61756","701.0369"
"2025/04/07 02:45:00","MILLWD","61759","216.9159"
"2025/04/07 02:45:00","N.Y.C.","61761","4037.9072"
"2025/04/07 02:45:00","NORTH","61755","601.4893"
"2025/04/07 02:45:00","WEST","61752","1535.0956"
"2025/04/07 02:50:00","CAPITL","61757","1017.2167"
"2025/04/07 02:50:00","CENTRL","61754","1477.8313"
"2025/04/07 02:50:00","DUNWOD","61760","455.7745"
"2025/04/07 02:50:00","GENESE","61753","855.5809"
"2025/04/07 02:50:00","HUD VL","61758","812.1306"
"2025/04/07 02:50:00","LONGIL","61762","1519.294"
"2025/04/07 02:50:00","MHK VL","61756","688.1051"
"2025/04/07 02:50:00","MILLWD","61759","225.6776"
"2025/04/07 02:50:00","N.Y.C.","61761","4013.7441"
"2025/04/07 02:50:00","NORTH","61755","613.0808"
"2025/04/07 02:50:00","WEST","61752","1519.9727"
"2025/04/07 02:55:00","CAPITL","61757","1021.8494"
"2025/04/07 02:55:00","CENTRL","61754","1461.676"
"2025/04/07 02:55:00","DUNWOD","61760","463.5451"
"2025/04/07 02:55:00","GENESE","61753","854.9115"
"2025/04/07 02:55:00","HUD VL","61758","816.2437"
"2025/04/07 02:55:00","LONGIL","61762","1517.8599"
"2025/04/07 02:55:00","MHK VL","61756","721.6553"
"2025/04/07 02:55:00","MILLWD","61759","214.9567"
"2025/04/07 02:55:00","N.Y.C.","61761","4003.9639"
"2025/04/07 02:55:00","NORTH","61755","566.0391"
"2025/04/07 02:55:00","WEST","61752","1555.8547"
"2025/04/07 03:00:00","CAPITL","61757","1024.6782"
"2025/04/07 03:00:00","CENTRL","61754","1472.4886"
"2025/04/07 03:00:00","DUNWOD","61760","453.5496"
"2025/04/07 03:00:00","GENESE","61753","858.8698"
"2025/04/07 03:00:00","HUD VL","61758","816.9356"
"2025/04/07 03:00:00","LONGIL","61762","1518.0402"
"2025/04/07 03:00:00","MHK VL","61756","692.8629"
"2025/04/07 03:00:00","MILLWD","61759","210.923"
"2025/04/07 03:00:00","N.Y.C.","61761","4009.4185"
"2025/04/07 03:00:00","NORTH","61755","607.4732"
"2025/04/07 03:00:00","WEST","61752","1513.3374"
"2025/04/07 03:05:00","CAPITL","61757","1020.2839"
"2025/04/07 03:05:00","CENTRL","61754","1478.7506"
"2025/04/07 03:05:00","DUNWOD","61760","451.0822"
"2025/04/07 03:05:00","GENESE","61753","847.241"
"2025/04/07 03:05:00","HUD VL","61758","826.1055"
"2025/04/07 03:05:00","LONGIL","61762","1512.6599"
"2025/04/07 03:05:00","MHK VL","61756","690.8365"
"2025/04/07 03:05:00","MILLWD","61759","218.6827"
"2025/04/07 03:05:00","N.Y.C.","61761","3999.1155"
"2025/04/07 03:05:00","NORTH","61755","608.7927"
"2025/04/07 03:05:00","WEST","61752","1518.897"
"2025/04/07 03:10:00","CAPITL","61757","1034.6292"
"2025/04/07 03:10:00","CENTRL","61754","1481.8191"
"2025/04/07 03:10:00","DUNWOD","61760","446.819"
"2025/04/07 03:10:00","GENESE","61753","859.1447"
"2025/04/07 03:10:00","HUD VL","61758","815.5161"
"2025/04/07 03:10:00","LONGIL","61762","1522.0569"
"2025/04/07 03:10:00","MHK VL","61756","708.6563"
"2025/04/07 03:10:00","MILLWD","61759","223.4878"
"2025/04/07 03:10:00","N.Y.C.","61761","4008.871"
"2025/04/07 03:10:00","NORTH","61755","608.8579"
"2025/04/07 03:10:00","WEST","61752","1517.1696"
"2025/04/07 03:15:00","CAPITL","61757","1025.1697"
"2025/04/07 03:15:00","CENTRL","61754","1477.7855"
"2025/04/07 03:15:00","DUNWOD","61760","451.0919"
"2025/04/07 03:15:00","GENESE","61753","855.8339"
"2025/04/07 03:15:00","HUD VL","61758","829.221"
"2025/04/07 03:15:00","LONGIL","61762","1515.5068"
"2025/04/07 03:15:00","MHK VL","61756","687.3292"
"2025/04/07 03:15:00","MILLWD","61759","227.255"
"2025/04/07 03:15:00","N.Y.C.","61761","4006.735"
"2025/04/07 03:15:00","NORTH","61755","630.6523"
"2025/04/07 03:15:00","WEST","61752","1538.9006"
"2025/04/07 03:20:00","CAPITL","61757","1050.2739"
"2025/04/07 03:20:00","CENTRL","61754","1466.4996"
"2025/04/07 03:20:00","DUNWOD","61760","457.1353"
"2025/04/07 03:20:00","GENESE","61753","860.4613"
"2025/04/07 03:20:00","HUD VL","61758","847.2139"
"2025/04/07 03:20:00","LONGIL","61762","1521.1052"
"2025/04/07 03:20:00","MHK VL","61756","713.5829"
"2025/04/07 03:20:00","MILLWD","61759","214.9818"
"2025/04/07 03:20:00","N.Y.C.","61761","4004.691"
"2025/04/07 03:20:00","NORTH","61755","599.844"
"2025/04/07 03:20:00","WEST","61752","1521.5165"
"2025/04/07 03:25:00","CAPITL","61757","1043.2394"
"2025/04/07 03:25:00","CENTRL","61754","1473.9441"
"2025/04/07 03:25:00","DUNWOD","61760","453.1579"
"2025/04/07 03:25:00","GENESE","61753","858.4536"
"2025/04/07 03:25:00","HUD VL","61758","807.8591"
"2025/04/07 03:25:00","LONGIL","61762","1514.2181"
"2025/04/07 03:25:00","MHK VL","61756","704.8345"
"2025/04/07 03:25:00","MILLWD","61759","224.3305"
"2025/04/07 03:25:00","N.Y.C.","61761","4003.3203"
"2025/04/07 03:25:00","NORTH","61755","616.5532"
"2025/04/07 03:25:00","WEST","61752","1539.531"
"2025/04/07 03:30:00","CAPITL","61757","1033.3796"
"2025/04/07 03:30:00","CENTRL","61754","1478.0225"
"2025/04/07 03:30:00","DUNWOD","61760","442.7332"
"2025/04/07 03:30:00","GENESE","61753","854.8008"
"2025/04/07 03:30:00","HUD VL","61758","817.7853"
"2025/04/07 03:30:00","LONGIL","61762","1513.688"
"2025/04/07 03:30:00","MHK VL","61756","706.3176"
"2025/04/07 03:30:00","MILLWD","61759","239.503"
"2025/04/07 03:30:00","N.Y.C.","61761","3993.9585"
"2025/04/07 03:30:00","NORTH","61755","605.6979"
"2025/04/07 03:30:00","WEST","61752","1526.1917"
"2025/04/07 03:35:00","CAPITL","61757","1037.7286"
"2025/04/07 03:35:00","CENTRL","61754","1434.2146"
"2025/04/07 03:35:00","DUNWOD","61760","445.1027"
"2025/04/07 03:35:00","GENESE","61753","857.6263"
"2025/04/07 03:35:00","HUD VL","61758","811.32"
"2025/04/07 03:35:00","LONGIL","61762","1527.0161"
"2025/04/07 03:35:00","MHK VL","61756","693.9724"
"2025/04/07 03:35:00","MILLWD","61759","228.5916"
"2025/04/07 03:35:00","N.Y.C.","61761","4011.8394"
"2025/04/07 03:35:00","NORTH","61755","613.1813"
"2025/04/07 03:35:00","WEST","61752","1528.3916"
"2025/04/07 03:40:00","CAPITL","61757","1043.6926"
"2025/04/07 03:40:00","CENTRL","61754","1486.5012"
"2025/04/07 03:40:00","DUNWOD","61760","448.4921"
