"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"10/23/2025 00:05:00","CAPITL",61757,27.88,0.79,0.00
"10/23/2025 00:05:00","CENTRL",61754,26.74,-0.35,0.00
"10/23/2025 00:05:00","DUNWOD",61760,28.70,1.60,0.00
"10/23/2025 00:05:00","GENESE",61753,26.23,-0.87,0.00
"10/23/2025 00:05:00","H Q",61844,27.29,0.19,0.00
"10/23/2025 00:05:00","HUD VL",61758,28.48,1.38,0.00
"10/23/2025 00:05:00","LONGIL",61762,28.83,1.74,0.00
"10/23/2025 00:05:00","MHK VL",61756,27.59,0.49,0.00
"10/23/2025 00:05:00","MILLWD",61759,28.56,1.46,0.00
"10/23/2025 00:05:00","N.Y.C.",61761,28.83,1.74,0.00
"10/23/2025 00:05:00","NORTH",61755,27.56,0.46,0.00
"10/23/2025 00:05:00","NPX",61845,27.88,0.79,0.00
"10/23/2025 00:05:00","O H",61846,25.31,-1.79,0.00
"10/23/2025 00:05:00","PJM",61847,27.26,0.16,0.00
"10/23/2025 00:05:00","WEST",61752,25.66,-1.44,0.00
"10/23/2025 00:10:00","CAPITL",61757,29.68,0.84,0.00
"10/23/2025 00:10:00","CENTRL",61754,28.35,-0.49,0.00
"10/23/2025 00:10:00","DUNWOD",61760,30.57,1.73,0.00
"10/23/2025 00:10:00","GENESE",61753,27.81,-1.04,0.00
"10/23/2025 00:10:00","H Q",61844,29.05,0.20,0.00
"10/23/2025 00:10:00","HUD VL",61758,30.34,1.50,0.00
"10/23/2025 00:10:00","LONGIL",61762,30.66,1.82,0.00
"10/23/2025 00:10:00","MHK VL",61756,29.39,0.55,0.00
"10/23/2025 00:10:00","MILLWD",61759,30.46,1.61,0.00
"10/23/2025 00:10:00","N.Y.C.",61761,30.75,1.90,0.00
"10/23/2025 00:10:00","NORTH",61755,29.36,0.52,0.00
"10/23/2025 00:10:00","NPX",61845,29.68,0.84,0.00
"10/23/2025 00:10:00","O H",61846,26.71,-2.13,0.00
"10/23/2025 00:10:00","PJM",61847,28.93,0.09,0.00
