"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"11/22/2025 00:05:00","CAPITL",61757,61.53,2.02,0.00
"11/22/2025 00:05:00","CENTRL",61754,59.39,-0.12,0.00
"11/22/2025 00:05:00","DUNWOD",61760,62.54,3.03,0.00
"11/22/2025 00:05:00","GENESE",61753,60.04,0.53,0.00
"11/22/2025 00:05:00","H Q",61844,59.51,0.00,0.00
"11/22/2025 00:05:00","HUD VL",61758,62.19,2.68,0.00
"11/22/2025 00:05:00","LONGIL",61762,63.67,4.16,0.00
"11/22/2025 00:05:00","MHK VL",61756,61.23,1.73,0.00
"11/22/2025 00:05:00","MILLWD",61759,62.30,2.80,0.00
"11/22/2025 00:05:00","N.Y.C.",61761,62.78,3.27,0.00
"11/22/2025 00:05:00","NORTH",61755,60.93,1.43,0.00
"11/22/2025 00:05:00","NPX",61845,60.70,1.19,0.00
"11/22/2025 00:05:00","O H",61846,59.93,0.42,0.00
"11/22/2025 00:05:00","PJM",61847,35.21,0.83,25.13
"11/22/2025 00:05:00","WEST",61752,60.93,1.43,0.00
"11/22/2025 00:10:00","CAPITL",61757,61.41,2.02,0.00
"11/22/2025 00:10:00","CENTRL",61754,59.39,0.00,0.00
"11/22/2025 00:10:00","DUNWOD",61760,62.35,2.97,0.00
"11/22/2025 00:10:00","GENESE",61753,59.98,0.59,0.00
"11/22/2025 00:10:00","H Q",61844,59.39,0.00,0.00
"11/22/2025 00:10:00","HUD VL",61758,62.00,2.61,0.00
"11/22/2025 00:10:00","LONGIL",61762,63.48,4.09,0.00
"11/22/2025 00:10:00","MHK VL",61756,61.11,1.72,0.00
"11/22/2025 00:10:00","MILLWD",61759,62.12,2.73,0.00
"11/22/2025 00:10:00","N.Y.C.",61761,62.53,3.15,0.00
"11/22/2025 00:10:00","NORTH",61755,60.81,1.42,0.00
"11/22/2025 00:10:00","NPX",61845,60.51,1.13,0.00
"11/22/2025 00:10:00","O H",61846,59.92,0.53,0.00
"11/22/2025 00:10:00","PJM",61847,35.09,0.83,25.13
"11/22/2025 00:10:00","WEST",61752,60.87,1.49,0.00
"11/22/2025 00:15:00","CAPITL",61757,63.46,2.14,0.00
"11/22/2025 00:15:00","CENTRL",61754,61.19,-0.12,0.00
"11/22/2025 00:15:00","DUNWOD",61760,64.38,3.06,0.00
"11/22/2025 00:15:00","GENESE",61753,61.62,0.31,0.00
"11/22/2025 00:15:00","H Q",61844,61.31,0.00,0.00
"11/22/2025 00:15:00","HUD VL",61758,64.01,2.69,0.00
"11/22/2025 00:15:00","LONGIL",61762,65.55,4.23,0.00
"11/22/2025 00:15:00","MHK VL",61756,63.15,1.84,0.00
"11/22/2025 00:15:00","MILLWD",61759,64.14,2.82,0.00
"11/22/2025 00:15:00","N.Y.C.",61761,64.56,3.25,0.00
"11/22/2025 00:15:00","NORTH",61755,63.22,1.90,0.00
"11/22/2025 00:15:00","NPX",61845,62.66,1.35,0.00
"11/22/2025 00:15:00","O H",61846,61.38,0.06,0.00
"11/22/2025 00:15:00","PJM",61847,36.92,0.74,25.13
"11/22/2025 00:15:00","WEST",61752,62.42,1.10,0.00
"11/22/2025 00:20:00","CAPITL",61757,65.77,2.28,0.00
"11/22/2025 00:20:00","CENTRL",61754,63.42,-0.06,0.00
"11/22/2025 00:20:00","DUNWOD",61760,66.60,3.11,0.00
"11/22/2025 00:20:00","GENESE",61753,63.81,0.32,0.00
"11/22/2025 00:20:00","H Q",61844,63.49,0.00,0.00
"11/22/2025 00:20:00","HUD VL",61758,66.22,2.73,0.00
"11/22/2025 00:20:00","LONGIL",61762,67.75,4.25,0.00
"11/22/2025 00:20:00","MHK VL",61756,65.39,1.90,0.00
"11/22/2025 00:20:00","MILLWD",61759,66.35,2.86,0.00
"11/22/2025 00:20:00","N.Y.C.",61761,66.72,3.24,0.00
"11/22/2025 00:20:00","NORTH",61755,65.46,1.97,0.00
"11/22/2025 00:20:00","NPX",61845,65.01,1.52,0.00
"11/22/2025 00:20:00","O H",61846,63.61,0.13,0.00
"11/22/2025 00:20:00","PJM",61847,38.38,0.76,25.87
"11/22/2025 00:20:00","WEST",61752,64.69,1.20,0.00
"11/22/2025 00:25:00","CAPITL",61757,64.87,2.32,0.00
"11/22/2025 00:25:00","CENTRL",61754,62.43,-0.12,0.00
"11/22/2025 00:25:00","DUNWOD",61760,65.61,3.06,0.00
"11/22/2025 00:25:00","GENESE",61753,62.80,0.25,0.00
"11/22/2025 00:25:00","H Q",61844,62.55,0.00,0.00
"11/22/2025 00:25:00","HUD VL",61758,65.30,2.75,0.00
"11/22/2025 00:25:00","LONGIL",61762,66.75,4.19,0.00
"11/22/2025 00:25:00","MHK VL",61756,64.37,1.82,0.00
"11/22/2025 00:25:00","MILLWD",61759,65.37,2.82,0.00
"11/22/2025 00:25:00","N.Y.C.",61761,65.80,3.25,0.00
"11/22/2025 00:25:00","NORTH",61755,64.37,1.82,0.00
"11/22/2025 00:25:00","NPX",61845,64.12,1.56,0.00
"11/22/2025 00:25:00","O H",61846,62.61,0.06,0.00
"11/22/2025 00:25:00","PJM",61847,37.43,0.75,25.87
"11/22/2025 00:25:00","WEST",61752,63.61,1.06,0.00
"11/22/2025 00:30:00","CAPITL",61757,64.80,2.31,0.00
"11/22/2025 00:30:00","CENTRL",61754,62.42,-0.06,0.00
"11/22/2025 00:30:00","DUNWOD",61760,65.49,3.00,0.00
"11/22/2025 00:30:00","GENESE",61753,62.86,0.38,0.00
"11/22/2025 00:30:00","H Q",61844,62.49,0.00,0.00
"11/22/2025 00:30:00","HUD VL",61758,65.17,2.69,0.00
"11/22/2025 00:30:00","LONGIL",61762,66.55,4.06,0.00
"11/22/2025 00:30:00","MHK VL",61756,64.30,1.81,0.00
"11/22/2025 00:30:00","MILLWD",61759,65.30,2.81,0.00
"11/22/2025 00:30:00","N.Y.C.",61761,65.67,3.19,0.00
"11/22/2025 00:30:00","NORTH",61755,64.05,1.56,0.00
"11/22/2025 00:30:00","NPX",61845,64.11,1.62,0.00
"11/22/2025 00:30:00","O H",61846,62.68,0.19,0.00
"11/22/2025 00:30:00","PJM",61847,37.37,0.75,25.87
"11/22/2025 00:30:00","WEST",61752,63.74,1.25,0.00
"11/22/2025 00:35:00","CAPITL",61757,64.74,2.31,0.00
"11/22/2025 00:35:00","CENTRL",61754,62.18,-0.25,0.00
"11/22/2025 00:35:00","DUNWOD",61760,65.55,3.12,0.00
"11/22/2025 00:35:00","GENESE",61753,62.62,0.19,0.00
"11/22/2025 00:35:00","H Q",61844,62.43,0.00,0.00
"11/22/2025 00:35:00","HUD VL",61758,65.24,2.81,0.00
"11/22/2025 00:35:00","LONGIL",61762,66.49,4.06,0.00
"11/22/2025 00:35:00","MHK VL",61756,64.18,1.75,0.00
"11/22/2025 00:35:00","MILLWD",61759,65.30,2.87,0.00
"11/22/2025 00:35:00","N.Y.C.",61761,65.74,3.31,0.00
"11/22/2025 00:35:00","NORTH",61755,63.93,1.50,0.00
"11/22/2025 00:35:00","NPX",61845,64.12,1.69,0.00
"11/22/2025 00:35:00","O H",61846,62.37,-0.06,0.00
"11/22/2025 00:35:00","PJM",61847,36.31,0.69,26.81
"11/22/2025 00:35:00","WEST",61752,63.37,0.94,0.00
"11/22/2025 00:40:00","CAPITL",61757,64.48,2.30,0.00
"11/22/2025 00:40:00","CENTRL",61754,61.93,-0.25,0.00
"11/22/2025 00:40:00","DUNWOD",61760,65.28,3.11,0.00
"11/22/2025 00:40:00","GENESE",61753,62.36,0.19,0.00
"11/22/2025 00:40:00","H Q",61844,62.17,0.00,0.00
"11/22/2025 00:40:00","HUD VL",61758,64.91,2.73,0.00
"11/22/2025 00:40:00","LONGIL",61762,66.22,4.04,0.00
"11/22/2025 00:40:00","MHK VL",61756,63.91,1.74,0.00
"11/22/2025 00:40:00","MILLWD",61759,65.04,2.86,0.00
"11/22/2025 00:40:00","N.Y.C.",61761,65.41,3.23,0.00
"11/22/2025 00:40:00","NORTH",61755,63.66,1.49,0.00
"11/22/2025 00:40:00","NPX",61845,63.85,1.68,0.00
