"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"04/28/2025 00:05:00","CAPITL",61757,22.61,0.85,0.00
"04/28/2025 00:05:00","CENTRL",61754,21.52,-0.24,0.00
"04/28/2025 00:05:00","DUNWOD",61760,23.13,1.37,0.00
"04/28/2025 00:05:00","GENESE",61753,20.76,-1.00,0.00
"04/28/2025 00:05:00","H Q",61844,21.78,0.02,0.00
"04/28/2025 00:05:00","HUD VL",61758,22.91,1.15,0.00
"04/28/2025 00:05:00","LONGIL",61762,23.39,1.63,0.00
"04/28/2025 00:05:00","MHK VL",61756,22.00,0.24,0.00
"04/28/2025 00:05:00","MILLWD",61759,23.00,1.24,0.00
"04/28/2025 00:05:00","N.Y.C.",61761,23.22,1.46,0.00
"04/28/2025 00:05:00","NORTH",61755,21.92,0.15,0.00
"04/28/2025 00:05:00","NPX",61845,22.61,0.85,0.00
"04/28/2025 00:05:00","O H",61846,20.06,-1.70,0.00
"04/28/2025 00:05:00","PJM",61847,23.18,0.15,-1.26
"04/28/2025 00:05:00","WEST",61752,20.46,-1.31,0.00
"04/28/2025 00:10:00","CAPITL",61757,22.63,0.85,0.00
"04/28/2025 00:10:00","CENTRL",61754,21.50,-0.28,0.00
"04/28/2025 00:10:00","DUNWOD",61760,23.16,1.37,0.00
"04/28/2025 00:10:00","GENESE",61753,20.76,-1.02,0.00
"04/28/2025 00:10:00","H Q",61844,21.79,0.00,0.00
"04/28/2025 00:10:00","HUD VL",61758,22.92,1.13,0.00
"04/28/2025 00:10:00","LONGIL",61762,23.42,1.63,0.00
"04/28/2025 00:10:00","MHK VL",61756,22.03,0.24,0.00
"04/28/2025 00:10:00","MILLWD",61759,23.03,1.24,0.00
"04/28/2025 00:10:00","N.Y.C.",61761,23.25,1.46,0.00
"04/28/2025 00:10:00","NORTH",61755,21.92,0.13,0.00
"04/28/2025 00:10:00","NPX",61845,22.61,0.83,0.00
"04/28/2025 00:10:00","O H",61846,20.06,-1.72,0.00
"04/28/2025 00:10:00","PJM",61847,23.18,0.13,-1.26
"04/28/2025 00:10:00","WEST",61752,20.44,-1.35,0.00
"04/28/2025 00:15:00","CAPITL",61757,26.58,0.97,0.00
"04/28/2025 00:15:00","CENTRL",61754,25.33,-0.28,0.00
"04/28/2025 00:15:00","DUNWOD",61760,27.17,1.56,0.00
"04/28/2025 00:15:00","GENESE",61753,24.43,-1.18,0.00
"04/28/2025 00:15:00","H Q",61844,25.61,0.00,0.00
"04/28/2025 00:15:00","HUD VL",61758,26.89,1.28,0.00
"04/28/2025 00:15:00","LONGIL",61762,27.46,1.85,0.00
"04/28/2025 00:15:00","MHK VL",61756,25.92,0.31,0.00
"04/28/2025 00:15:00","MILLWD",61759,27.02,1.41,0.00
"04/28/2025 00:15:00","N.Y.C.",61761,27.27,1.66,0.00
"04/28/2025 00:15:00","NORTH",61755,25.74,0.13,0.00
