"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"11/20/2025 00:05:00","CAPITL",61757,75.22,2.33,0.00
"11/20/2025 00:05:00","CENTRL",61754,73.41,0.51,0.00
"11/20/2025 00:05:00","DUNWOD",61760,75.66,2.77,0.00
"11/20/2025 00:05:00","GENESE",61753,73.91,1.02,0.00
"11/20/2025 00:05:00","H Q",61844,72.89,0.00,0.00
"11/20/2025 00:05:00","HUD VL",61758,75.59,2.70,0.00
"11/20/2025 00:05:00","LONGIL",61762,77.94,4.45,-0.61
"11/20/2025 00:05:00","MHK VL",61756,75.51,2.62,0.00
"11/20/2025 00:05:00","MILLWD",61759,75.51,2.62,0.00
"11/20/2025 00:05:00","N.Y.C.",61761,75.88,2.99,0.00
"11/20/2025 00:05:00","NORTH",61755,76.75,3.86,0.00
"11/20/2025 00:05:00","NPX",61845,74.13,1.24,0.00
"11/20/2025 00:05:00","O H",61846,73.62,0.73,0.00
"11/20/2025 00:05:00","PJM",61847,73.99,1.10,0.00
"11/20/2025 00:05:00","WEST",61752,75.15,2.26,0.00
"11/20/2025 00:10:00","CAPITL",61757,71.50,2.28,0.00
"11/20/2025 00:10:00","CENTRL",61754,69.84,0.62,0.00
"11/20/2025 00:10:00","DUNWOD",61760,71.91,2.70,0.00
"11/20/2025 00:10:00","GENESE",61753,70.19,0.97,0.00
"11/20/2025 00:10:00","H Q",61844,69.22,0.00,0.00
"11/20/2025 00:10:00","HUD VL",61758,71.78,2.56,0.00
"11/20/2025 00:10:00","LONGIL",61762,73.87,4.64,-0.02
"11/20/2025 00:10:00","MHK VL",61756,71.71,2.49,0.00
"11/20/2025 00:10:00","MILLWD",61759,71.71,2.49,0.00
"11/20/2025 00:10:00","N.Y.C.",61761,72.06,2.84,0.00
"11/20/2025 00:10:00","NORTH",61755,72.75,3.53,0.00
"11/20/2025 00:10:00","NPX",61845,70.39,1.18,0.00
"11/20/2025 00:10:00","O H",61846,69.98,0.76,0.00
"11/20/2025 00:10:00","PJM",61847,70.32,1.10,0.00
"11/20/2025 00:10:00","WEST",61752,71.43,2.21,0.00
"11/20/2025 00:15:00","CAPITL",61757,80.16,2.56,0.00
"11/20/2025 00:15:00","CENTRL",61754,77.60,0.00,0.00
"11/20/2025 00:15:00","DUNWOD",61760,80.71,3.11,0.00
"11/20/2025 00:15:00","GENESE",61753,77.68,0.08,0.00
"11/20/2025 00:15:00","H Q",61844,77.60,0.00,0.00
"11/20/2025 00:15:00","HUD VL",61758,80.62,3.02,0.00
"11/20/2025 00:15:00","LONGIL",61762,82.84,5.04,-0.20
"11/20/2025 00:15:00","MHK VL",61756,80.39,2.79,0.00
"11/20/2025 00:15:00","MILLWD",61759,80.55,2.95,0.00
"11/20/2025 00:15:00","N.Y.C.",61761,80.93,3.33,0.00
"11/20/2025 00:15:00","NORTH",61755,82.02,4.42,0.00
"11/20/2025 00:15:00","NPX",61845,78.92,1.32,0.00
"11/20/2025 00:15:00","O H",61846,76.82,-0.78,0.00
"11/20/2025 00:15:00","PJM",61847,78.15,0.55,0.00
"11/20/2025 00:15:00","WEST",61752,78.30,0.70,0.00
"11/20/2025 00:20:00","CAPITL",61757,70.46,2.18,0.00
"11/20/2025 00:20:00","CENTRL",61754,68.21,-0.07,0.00
"11/20/2025 00:20:00","DUNWOD",61760,71.14,2.87,0.00
"11/20/2025 00:20:00","GENESE",61753,68.28,0.00,0.00
"11/20/2025 00:20:00","H Q",61844,68.28,0.00,0.00
"11/20/2025 00:20:00","HUD VL",61758,71.01,2.73,0.00
"11/20/2025 00:20:00","LONGIL",61762,73.87,4.78,-0.81
"11/20/2025 00:20:00","MHK VL",61756,70.73,2.45,0.00
"11/20/2025 00:20:00","MILLWD",61759,70.94,2.66,0.00
"11/20/2025 00:20:00","N.Y.C.",61761,71.28,3.00,0.00
"11/20/2025 00:20:00","NORTH",61755,72.03,3.75,0.00
"11/20/2025 00:20:00","NPX",61845,69.37,1.09,0.00
"11/20/2025 00:20:00","O H",61846,67.53,-0.75,0.00
"11/20/2025 00:20:00","PJM",61847,68.69,0.41,0.00
"11/20/2025 00:20:00","WEST",61752,68.76,0.48,0.00
"11/20/2025 00:25:00","CAPITL",61757,68.40,2.18,0.00
"11/20/2025 00:25:00","CENTRL",61754,66.15,-0.07,0.00
"11/20/2025 00:25:00","DUNWOD",61760,69.00,2.78,0.00
"11/20/2025 00:25:00","GENESE",61753,66.15,-0.07,0.00
"11/20/2025 00:25:00","H Q",61844,66.22,0.00,0.00
"11/20/2025 00:25:00","HUD VL",61758,68.93,2.72,0.00
"11/20/2025 00:25:00","LONGIL",61762,73.64,4.83,-2.59
"11/20/2025 00:25:00","MHK VL",61756,68.60,2.38,0.00
"11/20/2025 00:25:00","MILLWD",61759,68.87,2.65,0.00
"11/20/2025 00:25:00","N.Y.C.",61761,69.20,2.98,0.00
"11/20/2025 00:25:00","NORTH",61755,69.53,3.31,0.00
"11/20/2025 00:25:00","NPX",61845,67.27,1.06,0.00
"11/20/2025 00:25:00","O H",61846,65.35,-0.86,0.00
"11/20/2025 00:25:00","PJM",61847,66.68,0.47,0.00
"11/20/2025 00:25:00","WEST",61752,66.62,0.40,0.00
"11/20/2025 00:30:00","CAPITL",61757,66.98,2.14,0.00
"11/20/2025 00:30:00","CENTRL",61754,64.91,0.06,0.00
"11/20/2025 00:30:00","DUNWOD",61760,67.57,2.72,0.00
"11/20/2025 00:30:00","GENESE",61753,64.78,-0.06,0.00
"11/20/2025 00:30:00","H Q",61844,64.84,0.00,0.00
"11/20/2025 00:30:00","HUD VL",61758,67.50,2.66,0.00
"11/20/2025 00:30:00","LONGIL",61762,72.52,4.80,-2.88
"11/20/2025 00:30:00","MHK VL",61756,67.11,2.27,0.00
"11/20/2025 00:30:00","MILLWD",61759,67.44,2.60,0.00
"11/20/2025 00:30:00","N.Y.C.",61761,67.69,2.85,0.00
"11/20/2025 00:30:00","NORTH",61755,67.83,2.98,0.00
"11/20/2025 00:30:00","NPX",61845,65.95,1.10,0.00
"11/20/2025 00:30:00","O H",61846,64.00,-0.84,0.00
"11/20/2025 00:30:00","PJM",61847,65.36,0.52,0.00
"11/20/2025 00:30:00","WEST",61752,65.30,0.46,0.00
"11/20/2025 00:35:00","CAPITL",61757,67.05,2.14,0.00
"11/20/2025 00:35:00","CENTRL",61754,64.78,-0.13,0.00
