"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/29/2025 00:05:00","CAPITL",61757,47.57,1.74,0.00
"06/29/2025 00:05:00","CENTRL",61754,45.74,-0.09,0.00
"06/29/2025 00:05:00","DUNWOD",61760,49.22,3.39,0.00
"06/29/2025 00:05:00","GENESE",61753,45.46,-0.37,0.00
"06/29/2025 00:05:00","H Q",61844,45.70,-0.14,0.00
"06/29/2025 00:05:00","HUD VL",61758,48.72,2.89,0.00
"06/29/2025 00:05:00","LONGIL",61762,49.54,3.71,0.00
"06/29/2025 00:05:00","MHK VL",61756,47.44,1.60,0.00
"06/29/2025 00:05:00","MILLWD",61759,48.81,2.98,0.00
"06/29/2025 00:05:00","N.Y.C.",61761,49.50,3.67,0.00
"06/29/2025 00:05:00","NORTH",61755,45.83,0.00,0.00
"06/29/2025 00:05:00","NPX",61845,47.90,2.06,0.00
"06/29/2025 00:05:00","O H",61846,44.14,-1.69,0.00
"06/29/2025 00:05:00","PJM",61847,46.47,0.64,0.00
"06/29/2025 00:05:00","WEST",61752,44.82,-1.01,0.00
"06/29/2025 00:10:00","CAPITL",61757,47.57,1.74,0.00
"06/29/2025 00:10:00","CENTRL",61754,45.74,-0.09,0.00
"06/29/2025 00:10:00","DUNWOD",61760,49.18,3.34,0.00
"06/29/2025 00:10:00","GENESE",61753,45.33,-0.50,0.00
"06/29/2025 00:10:00","H Q",61844,45.74,-0.09,0.00
"06/29/2025 00:10:00","HUD VL",61758,48.72,2.89,0.00
"06/29/2025 00:10:00","LONGIL",61762,49.50,3.67,0.00
"06/29/2025 00:10:00","MHK VL",61756,47.39,1.56,0.00
"06/29/2025 00:10:00","MILLWD",61759,48.81,2.98,0.00
"06/29/2025 00:10:00","N.Y.C.",61761,49.45,3.62,0.00
"06/29/2025 00:10:00","NORTH",61755,45.88,0.05,0.00
"06/29/2025 00:10:00","NPX",61845,47.80,1.97,0.00
"06/29/2025 00:10:00","O H",61846,44.00,-1.83,0.00
"06/29/2025 00:10:00","PJM",61847,46.47,0.64,0.00
"06/29/2025 00:10:00","WEST",61752,44.73,-1.10,0.00
"06/29/2025 00:15:00","CAPITL",61757,52.74,1.83,0.00
"06/29/2025 00:15:00","CENTRL",61754,50.91,0.00,0.00
"06/29/2025 00:15:00","DUNWOD",61760,54.42,3.51,0.00
"06/29/2025 00:15:00","GENESE",61753,50.35,-0.56,0.00
"06/29/2025 00:15:00","H Q",61844,50.81,-0.10,0.00
"06/29/2025 00:15:00","HUD VL",61758,53.92,3.00,0.00
"06/29/2025 00:15:00","LONGIL",61762,54.73,3.82,0.00
"06/29/2025 00:15:00","MHK VL",61756,52.64,1.73,0.00
"06/29/2025 00:15:00","MILLWD",61759,54.02,3.11,0.00
"06/29/2025 00:15:00","N.Y.C.",61761,54.73,3.82,0.00
"06/29/2025 00:15:00","NORTH",61755,51.07,0.15,0.00
"06/29/2025 00:15:00","NPX",61845,52.90,1.98,0.00
"06/29/2025 00:15:00","O H",61846,48.87,-2.04,0.00
"06/29/2025 00:15:00","PJM",61847,51.57,0.66,0.00
"06/29/2025 00:15:00","WEST",61752,49.74,-1.17,0.00
"06/29/2025 00:20:00","CAPITL",61757,53.20,1.90,0.00
"06/29/2025 00:20:00","CENTRL",61754,51.30,0.00,0.00
"06/29/2025 00:20:00","DUNWOD",61760,54.84,3.54,0.00
"06/29/2025 00:20:00","GENESE",61753,50.69,-0.61,0.00
"06/29/2025 00:20:00","H Q",61844,51.20,-0.10,0.00
"06/29/2025 00:20:00","HUD VL",61758,54.33,3.03,0.00
"06/29/2025 00:20:00","LONGIL",61762,55.10,3.80,0.00
"06/29/2025 00:20:00","MHK VL",61756,53.05,1.75,0.00
"06/29/2025 00:20:00","MILLWD",61759,54.43,3.13,0.00
"06/29/2025 00:20:00","N.Y.C.",61761,55.15,3.85,0.00
"06/29/2025 00:20:00","NORTH",61755,51.46,0.15,0.00
"06/29/2025 00:20:00","NPX",61845,53.56,2.25,0.00
"06/29/2025 00:20:00","O H",61846,49.20,-2.11,0.00
"06/29/2025 00:20:00","PJM",61847,51.97,0.67,0.00
"06/29/2025 00:20:00","WEST",61752,50.07,-1.23,0.00
"06/29/2025 00:25:00","CAPITL",61757,48.02,1.71,0.00
"06/29/2025 00:25:00","CENTRL",61754,46.22,-0.09,0.00
"06/29/2025 00:25:00","DUNWOD",61760,49.55,3.24,0.00
"06/29/2025 00:25:00","GENESE",61753,45.75,-0.55,0.00
"06/29/2025 00:25:00","H Q",61844,46.21,-0.09,0.00
"06/29/2025 00:25:00","HUD VL",61758,49.09,2.78,0.00
"06/29/2025 00:25:00","LONGIL",61762,49.82,3.52,0.00
"06/29/2025 00:25:00","MHK VL",61756,47.88,1.58,0.00
"06/29/2025 00:25:00","MILLWD",61759,49.18,2.87,0.00
"06/29/2025 00:25:00","N.Y.C.",61761,49.82,3.52,0.00
"06/29/2025 00:25:00","NORTH",61755,46.45,0.14,0.00
"06/29/2025 00:25:00","NPX",61845,48.44,2.13,0.00
"06/29/2025 00:25:00","O H",61846,44.41,-1.90,0.00
"06/29/2025 00:25:00","PJM",61847,46.86,0.56,0.00
"06/29/2025 00:25:00","WEST",61752,45.10,-1.20,0.00
"06/29/2025 00:30:00","CAPITL",61757,88.40,3.16,0.00
"06/29/2025 00:30:00","CENTRL",61754,84.99,-0.25,0.00
"06/29/2025 00:30:00","DUNWOD",61760,91.39,6.14,0.00
"06/29/2025 00:30:00","GENESE",61753,83.97,-1.28,0.00
"06/29/2025 00:30:00","H Q",61844,85.07,-0.17,0.00
"06/29/2025 00:30:00","HUD VL",61758,90.44,5.20,0.00
"06/29/2025 00:30:00","LONGIL",61762,91.72,6.48,0.00
"06/29/2025 00:30:00","MHK VL",61756,88.14,2.90,0.00
"06/29/2025 00:30:00","MILLWD",61759,90.62,5.37,0.00
"06/29/2025 00:30:00","N.Y.C.",61761,91.90,6.65,0.00
"06/29/2025 00:30:00","NORTH",61755,85.59,0.34,0.00
"06/29/2025 00:30:00","NPX",61845,89.25,4.01,0.00
"06/29/2025 00:30:00","O H",61846,81.49,-3.75,0.00
"06/29/2025 00:30:00","PJM",61847,86.27,1.03,0.00
"06/29/2025 00:30:00","WEST",61752,82.77,-2.47,0.00
"06/29/2025 00:35:00","CAPITL",61757,83.19,2.89,0.00
"06/29/2025 00:35:00","CENTRL",61754,80.22,-0.08,0.00
"06/29/2025 00:35:00","DUNWOD",61760,85.76,5.46,0.00
"06/29/2025 00:35:00","GENESE",61753,79.42,-0.88,0.00
"06/29/2025 00:35:00","H Q",61844,80.22,-0.08,0.00
"06/29/2025 00:35:00","HUD VL",61758,84.95,4.66,0.00
"06/29/2025 00:35:00","LONGIL",61762,85.84,5.54,0.00
"06/29/2025 00:35:00","MHK VL",61756,83.03,2.73,0.00
"06/29/2025 00:35:00","MILLWD",61759,85.12,4.82,0.00
"06/29/2025 00:35:00","N.Y.C.",61761,86.32,6.03,0.00
"06/29/2025 00:35:00","NORTH",61755,80.70,0.40,0.00
"06/29/2025 00:35:00","NPX",61845,83.83,3.53,0.00
"06/29/2025 00:35:00","O H",61846,77.25,-3.05,0.00
