"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/12/2025 00:05:00","CAPITL",61757,24.45,0.85,0.00
"06/12/2025 00:05:00","CENTRL",61754,23.93,-0.31,-0.63
"06/12/2025 00:05:00","DUNWOD",61760,25.19,1.58,0.00
"06/12/2025 00:05:00","GENESE",61753,23.28,-0.33,0.00
"06/12/2025 00:05:00","H Q",61844,23.54,-0.07,0.00
"06/12/2025 00:05:00","HUD VL",61758,24.95,1.34,0.00
"06/12/2025 00:05:00","LONGIL",61762,25.02,1.42,0.00
"06/12/2025 00:05:00","MHK VL",61756,23.72,0.12,0.00
"06/12/2025 00:05:00","MILLWD",61759,25.05,1.44,0.00
"06/12/2025 00:05:00","N.Y.C.",61761,25.26,1.65,0.00
"06/12/2025 00:05:00","NORTH",61755,23.35,-0.26,0.00
"06/12/2025 00:05:00","NPX",61845,24.15,0.87,0.33
"06/12/2025 00:05:00","O H",61846,21.47,-0.94,1.19
"06/12/2025 00:05:00","PJM",61847,23.87,0.26,0.00
"06/12/2025 00:05:00","WEST",61752,21.89,-0.76,0.96
"06/12/2025 00:10:00","CAPITL",61757,25.88,0.87,0.00
"06/12/2025 00:10:00","CENTRL",61754,24.78,-0.25,-0.02
"06/12/2025 00:10:00","DUNWOD",61760,26.61,1.60,0.00
"06/12/2025 00:10:00","GENESE",61753,24.70,-0.30,0.00
"06/12/2025 00:10:00","H Q",61844,24.93,-0.07,0.00
"06/12/2025 00:10:00","HUD VL",61758,26.38,1.37,0.00
"06/12/2025 00:10:00","LONGIL",61762,26.40,1.40,0.00
"06/12/2025 00:10:00","MHK VL",61756,25.13,0.13,0.00
"06/12/2025 00:10:00","MILLWD",61759,26.48,1.47,0.00
"06/12/2025 00:10:00","N.Y.C.",61761,26.68,1.68,0.00
"06/12/2025 00:10:00","NORTH",61755,24.68,-0.33,0.00
"06/12/2025 00:10:00","NPX",61845,25.57,0.90,0.33
"06/12/2025 00:10:00","O H",61846,24.03,-0.92,0.05
"06/12/2025 00:10:00","PJM",61847,25.30,0.30,0.00
"06/12/2025 00:10:00","WEST",61752,24.31,-0.65,0.04
"06/12/2025 00:15:00","CAPITL",61757,29.19,0.88,0.00
"06/12/2025 00:15:00","CENTRL",61754,31.30,-0.11,-3.09
"06/12/2025 00:15:00","DUNWOD",61760,29.96,1.64,0.00
"06/12/2025 00:15:00","GENESE",61753,28.06,-0.26,0.00
"06/12/2025 00:15:00","H Q",61844,28.20,-0.11,0.00
"06/12/2025 00:15:00","HUD VL",61758,29.70,1.39,0.00
"06/12/2025 00:15:00","LONGIL",61762,29.62,1.30,0.00
"06/12/2025 00:15:00","MHK VL",61756,28.49,0.17,0.00
"06/12/2025 00:15:00","MILLWD",61759,29.79,1.47,0.00
"06/12/2025 00:15:00","N.Y.C.",61761,30.01,1.70,0.00
"06/12/2025 00:15:00","NORTH",61755,27.95,-0.37,0.00
"06/12/2025 00:15:00","NPX",61845,28.86,0.88,0.33
"06/12/2025 00:15:00","O H",61846,21.55,-0.93,5.83
"06/12/2025 00:15:00","PJM",61847,28.71,0.40,0.00
"06/12/2025 00:15:00","WEST",61752,23.03,-0.62,4.66
"06/12/2025 00:20:00","CAPITL",61757,29.22,0.88,0.00
"06/12/2025 00:20:00","CENTRL",61754,31.33,0.00,-2.99
"06/12/2025 00:20:00","DUNWOD",61760,29.90,1.56,0.00
"06/12/2025 00:20:00","GENESE",61753,28.12,-0.23,0.00
"06/12/2025 00:20:00","H Q",61844,28.26,-0.08,0.00
"06/12/2025 00:20:00","HUD VL",61758,29.68,1.33,0.00
"06/12/2025 00:20:00","LONGIL",61762,29.53,1.19,0.00
"06/12/2025 00:20:00","MHK VL",61756,28.54,0.20,0.00
"06/12/2025 00:20:00","MILLWD",61759,29.76,1.42,0.00
