"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"03/28/2025 00:05:00","CAPITL",61757,35.90,1.55,0.00
"03/28/2025 00:05:00","CENTRL",61754,33.90,-0.45,0.00
"03/28/2025 00:05:00","DUNWOD",61760,35.79,1.44,0.00
"03/28/2025 00:05:00","GENESE",61753,33.63,-0.72,0.00
"03/28/2025 00:05:00","H Q",61844,34.39,0.03,0.00
"03/28/2025 00:05:00","HUD VL",61758,35.62,1.27,0.00
"03/28/2025 00:05:00","LONGIL",61762,35.76,1.41,0.00
"03/28/2025 00:05:00","MHK VL",61756,34.83,0.48,0.00
"03/28/2025 00:05:00","MILLWD",61759,35.66,1.31,0.00
"03/28/2025 00:05:00","N.Y.C.",61761,38.79,1.58,-2.85
"03/28/2025 00:05:00","NORTH",61755,34.35,0.00,0.00
"03/28/2025 00:05:00","NPX",61845,35.45,1.10,0.00
"03/28/2025 00:05:00","O H",61846,32.88,-1.48,0.00
"03/28/2025 00:05:00","PJM",61847,34.11,-0.24,0.00
"03/28/2025 00:05:00","WEST",61752,33.18,-1.17,0.00
"03/28/2025 00:10:00","CAPITL",61757,37.64,1.62,0.00
"03/28/2025 00:10:00","CENTRL",61754,35.59,-0.43,0.00
"03/28/2025 00:10:00","DUNWOD",61760,37.56,1.55,0.00
"03/28/2025 00:10:00","GENESE",61753,35.19,-0.83,0.00
"03/28/2025 00:10:00","H Q",61844,36.02,0.00,0.00
"03/28/2025 00:10:00","HUD VL",61758,37.38,1.37,0.00
"03/28/2025 00:10:00","LONGIL",61762,37.53,1.51,0.00
"03/28/2025 00:10:00","MHK VL",61756,36.48,0.47,0.00
"03/28/2025 00:10:00","MILLWD",61759,37.42,1.40,0.00
"03/28/2025 00:10:00","N.Y.C.",61761,40.30,1.69,-2.59
"03/28/2025 00:10:00","NORTH",61755,35.98,-0.04,0.00
"03/28/2025 00:10:00","NPX",61845,37.13,1.12,0.00
"03/28/2025 00:10:00","O H",61846,34.32,-1.69,0.00
"03/28/2025 00:10:00","PJM",61847,35.77,-0.25,0.00
"03/28/2025 00:10:00","WEST",61752,34.72,-1.30,0.00
"03/28/2025 00:15:00","CAPITL",61757,37.60,1.58,0.00
"03/28/2025 00:15:00","CENTRL",61754,35.55,-0.47,0.00
"03/28/2025 00:15:00","DUNWOD",61760,37.49,1.48,0.00
"03/28/2025 00:15:00","GENESE",61753,35.12,-0.90,0.00
"03/28/2025 00:15:00","H Q",61844,36.05,0.04,0.00
"03/28/2025 00:15:00","HUD VL",61758,37.35,1.33,0.00
"03/28/2025 00:15:00","LONGIL",61762,37.46,1.44,0.00
"03/28/2025 00:15:00","MHK VL",61756,36.48,0.47,0.00
"03/28/2025 00:15:00","MILLWD",61759,37.35,1.33,0.00
"03/28/2025 00:15:00","N.Y.C.",61761,40.25,1.62,-2.61
"03/28/2025 00:15:00","NORTH",61755,36.05,0.04,0.00
