"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"04/09/2025 00:05:00","CAPITL",61757,53.44,1.70,0.00
"04/09/2025 00:05:00","CENTRL",61754,51.69,-0.05,0.00
"04/09/2025 00:05:00","DUNWOD",61760,54.38,2.64,0.00
"04/09/2025 00:05:00","GENESE",61753,50.55,-1.19,0.00
"04/09/2025 00:05:00","H Q",61844,51.58,-0.15,0.00
"04/09/2025 00:05:00","HUD VL",61758,53.86,2.12,0.00
"04/09/2025 00:05:00","LONGIL",61762,92.15,2.79,-37.62
"04/09/2025 00:05:00","MHK VL",61756,52.67,0.93,0.00
"04/09/2025 00:05:00","MILLWD",61759,54.01,2.27,0.00
"04/09/2025 00:05:00","N.Y.C.",61761,55.52,2.79,-0.98
"04/09/2025 00:05:00","NORTH",61755,51.64,-0.10,0.00
"04/09/2025 00:05:00","NPX",61845,53.24,1.50,0.00
"04/09/2025 00:05:00","O H",61846,48.48,-3.26,0.00
"04/09/2025 00:05:00","PJM",61847,51.84,0.10,0.00
"04/09/2025 00:05:00","WEST",61752,49.83,-1.91,0.00
"04/09/2025 00:10:00","CAPITL",61757,54.62,1.69,0.00
"04/09/2025 00:10:00","CENTRL",61754,52.98,0.05,0.00
"04/09/2025 00:10:00","DUNWOD",61760,55.46,2.54,0.00
"04/09/2025 00:10:00","GENESE",61753,51.97,-0.95,0.00
"04/09/2025 00:10:00","H Q",61844,52.77,-0.16,0.00
"04/09/2025 00:10:00","HUD VL",61758,54.93,2.01,0.00
"04/09/2025 00:10:00","LONGIL",61762,65.00,2.65,-9.43
"04/09/2025 00:10:00","MHK VL",61756,53.88,0.95,0.00
"04/09/2025 00:10:00","MILLWD",61759,55.15,2.22,0.00
"04/09/2025 00:10:00","N.Y.C.",61761,56.42,2.70,-0.80
"04/09/2025 00:10:00","NORTH",61755,52.92,0.00,0.00
"04/09/2025 00:10:00","NPX",61845,54.35,1.43,0.00
"04/09/2025 00:10:00","O H",61846,50.01,-2.91,0.00
"04/09/2025 00:10:00","PJM",61847,53.08,0.16,0.00
"04/09/2025 00:10:00","WEST",61752,51.34,-1.59,0.00
"04/09/2025 00:15:00","CAPITL",61757,51.17,1.54,0.00
"04/09/2025 00:15:00","CENTRL",61754,49.98,0.35,0.00
"04/09/2025 00:15:00","DUNWOD",61760,52.01,2.38,0.00
"04/09/2025 00:15:00","GENESE",61753,49.08,-0.54,0.00
"04/09/2025 00:15:00","H Q",61844,49.43,-0.20,0.00
"04/09/2025 00:15:00","HUD VL",61758,51.52,1.89,0.00
"04/09/2025 00:15:00","LONGIL",61762,62.25,2.43,-10.19
"04/09/2025 00:15:00","MHK VL",61756,50.57,0.94,0.00
"04/09/2025 00:15:00","MILLWD",61759,51.71,2.08,0.00
"04/09/2025 00:15:00","N.Y.C.",61761,53.50,2.53,-1.34
"04/09/2025 00:15:00","NORTH",61755,49.53,-0.10,0.00
"04/09/2025 00:15:00","NPX",61845,50.92,1.29,0.00
"04/09/2025 00:15:00","O H",61846,47.50,-2.13,0.00
"04/09/2025 00:15:00","PJM",61847,50.08,0.45,0.00
"04/09/2025 00:15:00","WEST",61752,48.79,-0.84,0.00
"04/09/2025 00:20:00","CAPITL",61757,51.22,1.59,0.00
"04/09/2025 00:20:00","CENTRL",61754,49.93,0.30,0.00
