Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
02/08/2024 00:00,CENTRAL EAST - VC,23330,2212.82,3110,-9999
02/08/2024 00:00,DYSINGER EAST,23326,873.38,2850,-9999
02/08/2024 00:00,MOSES SOUTH,23319,-10.33,3000,-1600
02/08/2024 00:00,SCH - HQ - NY,23324,-350,1500,-980
02/08/2024 00:00,SCH - HQ_CEDARS,325274,0,279,-85
02/08/2024 00:00,SCH - HQ_IMPORT_EXPORT,325376,-350,1310,-9999
02/08/2024 00:00,SCH - NE - NY,23318,-1596.72,1400,-1800
02/08/2024 00:00,SCH - NPX_1385,325277,-26,200,-200
02/08/2024 00:00,SCH - NPX_CSC,325154,0,330,-330
02/08/2024 00:00,SCH - OH - NY,23317,1212.53,2050,-1900
02/08/2024 00:00,SCH - PJ - NY,23316,1380.22,2400,-2400
02/08/2024 00:00,SCH - PJM_HTP,325905,525,660,-660
02/08/2024 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
02/08/2024 00:00,SCH - PJM_VFT,325658,315,315,-315
02/08/2024 00:00,SPR/DUN-SOUTH,23320,969.76,4600,-9999
02/08/2024 00:00,TOTAL EAST,23314,4006.14,7550,-9999
02/08/2024 00:00,UPNY CONED,23315,2333.14,6190,-9999
02/08/2024 00:00,WEST CENTRAL,23312,491.81,9999,-9999
02/08/2024 00:05,CENTRAL EAST - VC,23330,2281.01,3110,-9999
02/08/2024 00:05,DYSINGER EAST,23326,779.28,2850,-9999
02/08/2024 00:05,MOSES SOUTH,23319,365.41,3000,-1600
02/08/2024 00:05,SCH - HQ - NY,23324,0,1500,-980
02/08/2024 00:05,SCH - HQ_CEDARS,325274,0,279,-85
02/08/2024 00:05,SCH - HQ_IMPORT_EXPORT,325376,0,1310,-9999
02/08/2024 00:05,SCH - NE - NY,23318,-1596.96,1400,-1800
02/08/2024 00:05,SCH - NPX_1385,325277,-30,200,-200
02/08/2024 00:05,SCH - NPX_CSC,325154,0,330,-330
02/08/2024 00:05,SCH - OH - NY,23317,1185.54,2050,-1900
02/08/2024 00:05,SCH - PJ - NY,23316,1077.48,2400,-2400
02/08/2024 00:05,SCH - PJM_HTP,325905,500,660,-660
02/08/2024 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
02/08/2024 00:05,SCH - PJM_VFT,325658,315,315,-315
02/08/2024 00:05,SPR/DUN-SOUTH,23320,974.51,4600,-9999
02/08/2024 00:05,TOTAL EAST,23314,4028.39,7550,-9999
02/08/2024 00:05,UPNY CONED,23315,2322.77,6190,-9999
02/08/2024 00:05,WEST CENTRAL,23312,400.76,9999,-9999
02/08/2024 00:10,CENTRAL EAST - VC,23330,2238.71,3110,-9999
02/08/2024 00:10,DYSINGER EAST,23326,824.33,2850,-9999
02/08/2024 00:10,MOSES SOUTH,23319,299.47,3000,-1600
02/08/2024 00:10,SCH - HQ - NY,23324,0,1500,-980
02/08/2024 00:10,SCH - HQ_CEDARS,325274,0,279,-85
02/08/2024 00:10,SCH - HQ_IMPORT_EXPORT,325376,0,1310,-9999
02/08/2024 00:10,SCH - NE - NY,23318,-1596.73,1400,-1800
02/08/2024 00:10,SCH - NPX_1385,325277,-30,200,-200
02/08/2024 00:10,SCH - NPX_CSC,325154,0,330,-330
02/08/2024 00:10,SCH - OH - NY,23317,1185.96,2050,-1900
02/08/2024 00:10,SCH - PJ - NY,23316,1076.73,2400,-2400
02/08/2024 00:10,SCH - PJM_HTP,325905,500,660,-660
02/08/2024 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
02/08/2024 00:10,SCH - PJM_VFT,325658,315,315,-315
02/08/2024 00:10,SPR/DUN-SOUTH,23320,968.48,4600,-9999
02/08/2024 00:10,TOTAL EAST,23314,4013.87,7550,-9999
02/08/2024 00:10,UPNY CONED,23315,2311.02,6190,-9999
02/08/2024 00:10,WEST CENTRAL,23312,440.78,9999,-9999
02/08/2024 00:15,CENTRAL EAST - VC,23330,2311.83,3110,-9999
02/08/2024 00:15,DYSINGER EAST,23326,880.8,2850,-9999
02/08/2024 00:15,MOSES SOUTH,23319,203.03,3000,-1600
02/08/2024 00:15,SCH - HQ - NY,23324,0,1500,-980
02/08/2024 00:15,SCH - HQ_CEDARS,325274,0,279,-85
02/08/2024 00:15,SCH - HQ_IMPORT_EXPORT,325376,0,1310,-9999
02/08/2024 00:15,SCH - NE - NY,23318,-1596.73,1400,-1800
02/08/2024 00:15,SCH - NPX_1385,325277,-30,200,-200
02/08/2024 00:15,SCH - NPX_CSC,325154,0,330,-330
02/08/2024 00:15,SCH - OH - NY,23317,1186.2,2050,-1900
02/08/2024 00:15,SCH - PJ - NY,23316,1077,2400,-2400
02/08/2024 00:15,SCH - PJM_HTP,325905,500,660,-660
02/08/2024 00:15,SCH - PJM_NEPTUNE,325305,660,660,-660
02/08/2024 00:15,SCH - PJM_VFT,325658,315,315,-315
02/08/2024 00:15,SPR/DUN-SOUTH,23320,935.95,4600,-9999
02/08/2024 00:15,TOTAL EAST,23314,3961.03,7550,-9999
02/08/2024 00:15,UPNY CONED,23315,2265.97,6190,-9999
02/08/2024 00:15,WEST CENTRAL,23312,492.21,9999,-9999
02/08/2024 00:20,CENTRAL EAST - VC,23330,2256.47,3110,-9999
02/08/2024 00:20,DYSINGER EAST,23326,847.96,2850,-9999
02/08/2024 00:20,MOSES SOUTH,23319,209.76,3000,-1600
02/08/2024 00:20,SCH - HQ - NY,23324,0,1500,-980
02/08/2024 00:20,SCH - HQ_CEDARS,325274,0,279,-85
