Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
06/18/2025 00:00,CENTRAL EAST - VC,23330,689,2850,-9999
06/18/2025 00:00,DYSINGER EAST,23326,-267.4,3200,-9999
06/18/2025 00:00,MOSES SOUTH,23319,-358.03,3150,-1600
06/18/2025 00:00,SCH - HQ - NY,23324,-790,1000,-980
06/18/2025 00:00,SCH - HQ_CEDARS,325274,0,270,-40
06/18/2025 00:00,SCH - HQ_IMPORT_EXPORT,325376,-790,1310,-9999
06/18/2025 00:00,SCH - NE - NY,23318,-151.88,1400,-1600
06/18/2025 00:00,SCH - NPX_1385,325277,92,125,-125
06/18/2025 00:00,SCH - NPX_CSC,325154,315,330,-330
06/18/2025 00:00,SCH - OH - NY,23317,546.52,2000,-1600
06/18/2025 00:00,SCH - PJ - NY,23316,560.68,2000,-1050
06/18/2025 00:00,SCH - PJM_HTP,325905,520,660,-660
06/18/2025 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
06/18/2025 00:00,SCH - PJM_VFT,325658,315,315,-315
06/18/2025 00:00,SPR/DUN-SOUTH,23320,1156.32,4600,-9999
06/18/2025 00:00,TOTAL EAST,23314,871.56,7550,-9999
06/18/2025 00:00,UPNY CONED,23315,2009.17,6255,-9999
06/18/2025 00:00,WEST CENTRAL,23312,-821.97,9999,-9999
06/18/2025 00:05,CENTRAL EAST - VC,23330,842.83,2780,-9999
06/18/2025 00:05,DYSINGER EAST,23326,-146.33,3200,-9999
06/18/2025 00:05,MOSES SOUTH,23319,-124.24,3150,-1600
06/18/2025 00:05,SCH - HQ - NY,23324,-600,1000,-980
06/18/2025 00:05,SCH - HQ_CEDARS,325274,0,270,-40
06/18/2025 00:05,SCH - HQ_IMPORT_EXPORT,325376,-600,1310,-9999
06/18/2025 00:05,SCH - NE - NY,23318,-145.58,1400,-1600
06/18/2025 00:05,SCH - NPX_1385,325277,125,125,-125
06/18/2025 00:05,SCH - NPX_CSC,325154,300,330,-330
06/18/2025 00:05,SCH - OH - NY,23317,584.98,2000,-1600
06/18/2025 00:05,SCH - PJ - NY,23316,527.46,2000,-1050
06/18/2025 00:05,SCH - PJM_HTP,325905,380,660,-660
06/18/2025 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
06/18/2025 00:05,SCH - PJM_VFT,325658,315,315,-315
06/18/2025 00:05,SPR/DUN-SOUTH,23320,1264.83,4600,-9999
06/18/2025 00:05,TOTAL EAST,23314,1090.77,7550,-9999
06/18/2025 00:05,UPNY CONED,23315,2092.65,6255,-9999
06/18/2025 00:05,WEST CENTRAL,23312,-693.06,9999,-9999
06/18/2025 00:10,CENTRAL EAST - VC,23330,814.3,2780,-9999
06/18/2025 00:10,DYSINGER EAST,23326,-174.52,3200,-9999
06/18/2025 00:10,MOSES SOUTH,23319,-138.23,3150,-1600
06/18/2025 00:10,SCH - HQ - NY,23324,-600,1000,-980
06/18/2025 00:10,SCH - HQ_CEDARS,325274,0,270,-40
06/18/2025 00:10,SCH - HQ_IMPORT_EXPORT,325376,-600,1310,-9999
06/18/2025 00:10,SCH - NE - NY,23318,-141.99,1400,-1600
06/18/2025 00:10,SCH - NPX_1385,325277,125,125,-125
06/18/2025 00:10,SCH - NPX_CSC,325154,300,330,-330
06/18/2025 00:10,SCH - OH - NY,23317,581.62,2000,-1600
06/18/2025 00:10,SCH - PJ - NY,23316,523.23,2000,-1050
06/18/2025 00:10,SCH - PJM_HTP,325905,380,660,-660
06/18/2025 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
06/18/2025 00:10,SCH - PJM_VFT,325658,315,315,-315
06/18/2025 00:10,SPR/DUN-SOUTH,23320,1275.64,4600,-9999
