Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
05/07/2025 00:00,CENTRAL EAST - VC,23330,1823.21,2640,-9999
05/07/2025 00:00,DYSINGER EAST,23326,767.2,3200,-9999
05/07/2025 00:00,MOSES SOUTH,23319,243.78,3000,-1600
05/07/2025 00:00,SCH - HQ - NY,23324,-230,1020,-490
05/07/2025 00:00,SCH - HQ_CEDARS,325274,-19,80,-40
05/07/2025 00:00,SCH - HQ_IMPORT_EXPORT,325376,-230,1310,-9999
05/07/2025 00:00,SCH - NE - NY,23318,-734.08,700,-1200
05/07/2025 00:00,SCH - NPX_1385,325277,11,25,-25
05/07/2025 00:00,SCH - NPX_CSC,325154,0,0,0
05/07/2025 00:00,SCH - OH - NY,23317,1304.25,2000,-1600
05/07/2025 00:00,SCH - PJ - NY,23316,833.48,2000,-1050
05/07/2025 00:00,SCH - PJM_HTP,325905,230,660,-660
05/07/2025 00:00,SCH - PJM_NEPTUNE,325305,517,660,-660
05/07/2025 00:00,SCH - PJM_VFT,325658,315,315,-315
05/07/2025 00:00,SPR/DUN-SOUTH,23320,1926.59,4600,-9999
05/07/2025 00:00,TOTAL EAST,23314,3809.39,7550,-9999
05/07/2025 00:00,UPNY CONED,23315,2882.55,5950,-9999
05/07/2025 00:00,WEST CENTRAL,23312,507.72,9999,-9999
05/07/2025 00:05,CENTRAL EAST - VC,23330,1957.59,2570,-9999
05/07/2025 00:05,DYSINGER EAST,23326,787.81,3200,-9999
05/07/2025 00:05,MOSES SOUTH,23319,524.96,3000,-1600
05/07/2025 00:05,SCH - HQ - NY,23324,30,1020,-490
05/07/2025 00:05,SCH - HQ_CEDARS,325274,0,80,-40
05/07/2025 00:05,SCH - HQ_IMPORT_EXPORT,325376,30,1310,-9999
05/07/2025 00:05,SCH - NE - NY,23318,-860.98,700,-1200
05/07/2025 00:05,SCH - NPX_1385,325277,18,25,-25
05/07/2025 00:05,SCH - NPX_CSC,325154,0,0,0
05/07/2025 00:05,SCH - OH - NY,23317,1391.76,2000,-1600
05/07/2025 00:05,SCH - PJ - NY,23316,967.53,2000,-1050
05/07/2025 00:05,SCH - PJM_HTP,325905,230,660,-660
05/07/2025 00:05,SCH - PJM_NEPTUNE,325305,375,660,-660
05/07/2025 00:05,SCH - PJM_VFT,325658,315,315,-315
05/07/2025 00:05,SPR/DUN-SOUTH,23320,1906.42,4600,-9999
05/07/2025 00:05,TOTAL EAST,23314,4158.17,7550,-9999
05/07/2025 00:05,UPNY CONED,23315,2953.94,5950,-9999
05/07/2025 00:05,WEST CENTRAL,23312,530.82,9999,-9999
05/07/2025 00:10,CENTRAL EAST - VC,23330,1963.77,2570,-9999
05/07/2025 00:10,DYSINGER EAST,23326,733.54,3200,-9999
