Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
04/28/2024 00:00,CENTRAL EAST - VC,23330,1724.92,2975,-9999
04/28/2024 00:00,DYSINGER EAST,23326,562.8,3200,-9999
04/28/2024 00:00,MOSES SOUTH,23319,-294.75,3000,-1600
04/28/2024 00:00,SCH - HQ - NY,23324,-545,1500,-780
04/28/2024 00:00,SCH - HQ_CEDARS,325274,0,240,0
04/28/2024 00:00,SCH - HQ_IMPORT_EXPORT,325376,-545,1310,-9999
04/28/2024 00:00,SCH - NE - NY,23318,-868.8,800,-1100
04/28/2024 00:00,SCH - NPX_1385,325277,61,100,-100
04/28/2024 00:00,SCH - NPX_CSC,325154,289,330,-330
04/28/2024 00:00,SCH - OH - NY,23317,912.31,1600,-1350
04/28/2024 00:00,SCH - PJ - NY,23316,81.01,2400,-2400
04/28/2024 00:00,SCH - PJM_HTP,325905,200,660,-660
04/28/2024 00:00,SCH - PJM_NEPTUNE,325305,630,660,-660
04/28/2024 00:00,SCH - PJM_VFT,325658,275,315,-315
04/28/2024 00:00,SPR/DUN-SOUTH,23320,1363.64,4600,-9999
04/28/2024 00:00,TOTAL EAST,23314,2986.46,7550,-9999
04/28/2024 00:00,UPNY CONED,23315,2008.19,5960,-9999
04/28/2024 00:00,WEST CENTRAL,23312,307.74,9999,-9999
04/28/2024 00:05,CENTRAL EAST - VC,23330,1660,2830,-9999
04/28/2024 00:05,DYSINGER EAST,23326,383.18,3200,-9999
04/28/2024 00:05,MOSES SOUTH,23319,-105.35,3000,-1600
04/28/2024 00:05,SCH - HQ - NY,23324,-322,1500,-780
04/28/2024 00:05,SCH - HQ_CEDARS,325274,0,240,0
04/28/2024 00:05,SCH - HQ_IMPORT_EXPORT,325376,-322,1310,-9999
04/28/2024 00:05,SCH - NE - NY,23318,-904.81,800,-1100
04/28/2024 00:05,SCH - NPX_1385,325277,25,100,-100
04/28/2024 00:05,SCH - NPX_CSC,325154,330,330,-330
04/28/2024 00:05,SCH - OH - NY,23317,825.64,1600,-1350
04/28/2024 00:05,SCH - PJ - NY,23316,-14.39,2400,-2400
04/28/2024 00:05,SCH - PJM_HTP,325905,200,660,-660
04/28/2024 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
04/28/2024 00:05,SCH - PJM_VFT,325658,275,315,-315
04/28/2024 00:05,SPR/DUN-SOUTH,23320,1307.68,4600,-9999
04/28/2024 00:05,TOTAL EAST,23314,3000.96,7550,-9999
04/28/2024 00:05,UPNY CONED,23315,1955.59,5960,-9999
04/28/2024 00:05,WEST CENTRAL,23312,133.08,9999,-9999
