Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
09/09/2024 00:00,CENTRAL EAST - VC,23330,1946.8,2485,-9999
09/09/2024 00:00,DYSINGER EAST,23326,1864.13,3200,-9999
09/09/2024 00:00,MOSES SOUTH,23319,-218.43,3000,-1600
09/09/2024 00:00,SCH - HQ - NY,23324,-750,1500,-750
09/09/2024 00:00,SCH - HQ_CEDARS,325274,0,200,0
09/09/2024 00:00,SCH - HQ_IMPORT_EXPORT,325376,-750,1310,-9999
09/09/2024 00:00,SCH - NE - NY,23318,-1395.35,1400,-1600
09/09/2024 00:00,SCH - NPX_1385,325277,-56,200,-200
09/09/2024 00:00,SCH - NPX_CSC,325154,140,330,-330
09/09/2024 00:00,SCH - OH - NY,23317,1334.38,2000,-1600
09/09/2024 00:00,SCH - PJ - NY,23316,931.31,2000,-1000
09/09/2024 00:00,SCH - PJM_HTP,325905,660,660,-660
09/09/2024 00:00,SCH - PJM_NEPTUNE,325305,630,660,-660
09/09/2024 00:00,SCH - PJM_VFT,325658,315,315,-315
09/09/2024 00:00,SPR/DUN-SOUTH,23320,1151.1,4350,-9999
09/09/2024 00:00,TOTAL EAST,23314,3845.22,7550,-9999
09/09/2024 00:00,UPNY CONED,23315,2205,5840,-9999
09/09/2024 00:00,WEST CENTRAL,23312,1545.18,9999,-9999
09/09/2024 00:05,CENTRAL EAST - VC,23330,1878.5,2195,-9999
09/09/2024 00:05,DYSINGER EAST,23326,1739.16,3200,-9999
09/09/2024 00:05,MOSES SOUTH,23319,-192.21,3000,-1600
09/09/2024 00:05,SCH - HQ - NY,23324,-750,1500,-750
09/09/2024 00:05,SCH - HQ_CEDARS,325274,0,200,0
09/09/2024 00:05,SCH - HQ_IMPORT_EXPORT,325376,-750,1310,-9999
09/09/2024 00:05,SCH - NE - NY,23318,-1400.39,1400,-1600
09/09/2024 00:05,SCH - NPX_1385,325277,-134,200,-200
09/09/2024 00:05,SCH - NPX_CSC,325154,200,330,-330
09/09/2024 00:05,SCH - OH - NY,23317,1340.41,2000,-1600
09/09/2024 00:05,SCH - PJ - NY,23316,1073.43,2000,-1000
09/09/2024 00:05,SCH - PJM_HTP,325905,660,660,-660
09/09/2024 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
09/09/2024 00:05,SCH - PJM_VFT,325658,315,315,-315
09/09/2024 00:05,SPR/DUN-SOUTH,23320,1119.38,4350,-9999
09/09/2024 00:05,TOTAL EAST,23314,3736.39,7550,-9999
09/09/2024 00:05,UPNY CONED,23315,2154.32,5840,-9999
09/09/2024 00:05,WEST CENTRAL,23312,1428.18,9999,-9999
09/09/2024 00:10,CENTRAL EAST - VC,23330,1806.31,2195,-9999
09/09/2024 00:10,DYSINGER EAST,23326,1587.41,3200,-9999
09/09/2024 00:10,MOSES SOUTH,23319,-183.03,3000,-1600
09/09/2024 00:10,SCH - HQ - NY,23324,-750,1500,-750
09/09/2024 00:10,SCH - HQ_CEDARS,325274,0,200,0
09/09/2024 00:10,SCH - HQ_IMPORT_EXPORT,325376,-750,1310,-9999
09/09/2024 00:10,SCH - NE - NY,23318,-1400.42,1400,-1600
09/09/2024 00:10,SCH - NPX_1385,325277,-133,200,-200
09/09/2024 00:10,SCH - NPX_CSC,325154,200,330,-330
09/09/2024 00:10,SCH - OH - NY,23317,1340.71,2000,-1600
09/09/2024 00:10,SCH - PJ - NY,23316,1069.5,2000,-1000
09/09/2024 00:10,SCH - PJM_HTP,325905,660,660,-660
09/09/2024 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
09/09/2024 00:10,SCH - PJM_VFT,325658,315,315,-315
09/09/2024 00:10,SPR/DUN-SOUTH,23320,1027.15,4350,-9999
09/09/2024 00:10,TOTAL EAST,23314,3540.64,7550,-9999
09/09/2024 00:10,UPNY CONED,23315,2040.93,5840,-9999
09/09/2024 00:10,WEST CENTRAL,23312,1291.11,9999,-9999
09/09/2024 00:15,CENTRAL EAST - VC,23330,1759.14,2195,-9999
09/09/2024 00:15,DYSINGER EAST,23326,1761.04,3200,-9999
09/09/2024 00:15,MOSES SOUTH,23319,-197.1,3000,-1600
09/09/2024 00:15,SCH - HQ - NY,23324,-750,1500,-750
09/09/2024 00:15,SCH - HQ_CEDARS,325274,0,200,0
09/09/2024 00:15,SCH - HQ_IMPORT_EXPORT,325376,-750,1310,-9999
09/09/2024 00:15,SCH - NE - NY,23318,-1395.51,1400,-1600
09/09/2024 00:15,SCH - NPX_1385,325277,-133,200,-200
09/09/2024 00:15,SCH - NPX_CSC,325154,200,330,-330
09/09/2024 00:15,SCH - OH - NY,23317,1340.66,2000,-1600
