Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
01/23/2026 00:00,CENTRAL EAST - VC,23330,2154.86,2910,-9999
01/23/2026 00:00,DYSINGER EAST,23326,1350.35,3200,-9999
01/23/2026 00:00,MOSES SOUTH,23319,-640.15,3350,-1600
01/23/2026 00:00,SCH - HQ - NY,23324,-897,1100,-980
01/23/2026 00:00,SCH - HQ_CEDARS,325274,-100,80,-100
01/23/2026 00:00,SCH - HQ_IMPORT_EXPORT,325376,-897,1310,-9999
01/23/2026 00:00,SCH - NE - NY,23318,-1505.2,1400,-1800
01/23/2026 00:00,SCH - NPX_1385,325277,-139,160,-160
01/23/2026 00:00,SCH - NPX_CSC,325154,0,330,-330
01/23/2026 00:00,SCH - OH - NY,23317,1551.85,2200,-1850
01/23/2026 00:00,SCH - PJ - NY,23316,2086.71,2400,-2300
01/23/2026 00:00,SCH - PJM_HTP,325905,660,660,-660
01/23/2026 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
01/23/2026 00:00,SCH - PJM_VFT,325658,236,315,-315
01/23/2026 00:00,SPR/DUN-SOUTH,23320,1034.79,4600,-9999
01/23/2026 00:00,TOTAL EAST,23314,3867.49,7550,-9999
01/23/2026 00:00,UPNY CONED,23315,2201.3,6455,-9999
01/23/2026 00:00,WEST CENTRAL,23312,784.93,9999,-9999
01/23/2026 00:05,CENTRAL EAST - VC,23330,2205.9,2910,-9999
01/23/2026 00:05,DYSINGER EAST,23326,1285.85,3200,-9999
01/23/2026 00:05,MOSES SOUTH,23319,-570.8,3350,-1600
01/23/2026 00:05,SCH - HQ - NY,23324,-815,1100,-980
01/23/2026 00:05,SCH - HQ_CEDARS,325274,-100,80,-100
01/23/2026 00:05,SCH - HQ_IMPORT_EXPORT,325376,-815,1310,-9999
01/23/2026 00:05,SCH - NE - NY,23318,-1410.7,1400,-1800
01/23/2026 00:05,SCH - NPX_1385,325277,-119,160,-160
01/23/2026 00:05,SCH - NPX_CSC,325154,0,330,-330
01/23/2026 00:05,SCH - OH - NY,23317,1599.87,2200,-1850
01/23/2026 00:05,SCH - PJ - NY,23316,2102.44,2400,-2300
01/23/2026 00:05,SCH - PJM_HTP,325905,660,660,-660
01/23/2026 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
01/23/2026 00:05,SCH - PJM_VFT,325658,247,315,-315
01/23/2026 00:05,SPR/DUN-SOUTH,23320,1039.76,4600,-9999
01/23/2026 00:05,TOTAL EAST,23314,3865.62,7550,-9999
01/23/2026 00:05,UPNY CONED,23315,2189.98,6455,-9999
01/23/2026 00:05,WEST CENTRAL,23312,728.82,9999,-9999
01/23/2026 00:10,CENTRAL EAST - VC,23330,2156.05,2910,-9999
01/23/2026 00:10,DYSINGER EAST,23326,1137.98,3200,-9999
01/23/2026 00:10,MOSES SOUTH,23319,-557.54,3350,-1600
01/23/2026 00:10,SCH - HQ - NY,23324,-815,1100,-980
01/23/2026 00:10,SCH - HQ_CEDARS,325274,-100,80,-100
01/23/2026 00:10,SCH - HQ_IMPORT_EXPORT,325376,-815,1310,-9999
01/23/2026 00:10,SCH - NE - NY,23318,-1408.47,1400,-1800
01/23/2026 00:10,SCH - NPX_1385,325277,-119,160,-160
01/23/2026 00:10,SCH - NPX_CSC,325154,0,330,-330
01/23/2026 00:10,SCH - OH - NY,23317,1599.85,2200,-1850
01/23/2026 00:10,SCH - PJ - NY,23316,2099.81,2400,-2300
