Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
12/24/2025 00:00,CENTRAL EAST - VC,23330,2323.2,2990,-9999
12/24/2025 00:00,DYSINGER EAST,23326,1059.5,3200,-9999
12/24/2025 00:00,MOSES SOUTH,23319,-882,3350,-1600
12/24/2025 00:00,SCH - HQ - NY,23324,-969,1100,-980
12/24/2025 00:00,SCH - HQ_CEDARS,325274,-100,80,-100
12/24/2025 00:00,SCH - HQ_IMPORT_EXPORT,325376,-969,1310,-9999
12/24/2025 00:00,SCH - NE - NY,23318,-1601.01,1400,-1800
12/24/2025 00:00,SCH - NPX_1385,325277,-152,160,-160
12/24/2025 00:00,SCH - NPX_CSC,325154,0,330,-330
12/24/2025 00:00,SCH - OH - NY,23317,1270.91,2200,-1850
12/24/2025 00:00,SCH - PJ - NY,23316,1999.79,2400,-2400
12/24/2025 00:00,SCH - PJM_HTP,325905,660,660,-660
12/24/2025 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
12/24/2025 00:00,SCH - PJM_VFT,325658,315,315,-315
12/24/2025 00:00,SPR/DUN-SOUTH,23320,912.26,4600,-9999
12/24/2025 00:00,TOTAL EAST,23314,4420.19,7550,-9999
12/24/2025 00:00,UPNY CONED,23315,2674.98,6915,-9999
12/24/2025 00:00,WEST CENTRAL,23312,626.84,9999,-9999
12/24/2025 00:05,CENTRAL EAST - VC,23330,2401.84,2990,-9999
12/24/2025 00:05,DYSINGER EAST,23326,1076.78,3200,-9999
12/24/2025 00:05,MOSES SOUTH,23319,-890.59,3350,-1600
12/24/2025 00:05,SCH - HQ - NY,23324,-961,1100,-980
12/24/2025 00:05,SCH - HQ_CEDARS,325274,-100,80,-100
12/24/2025 00:05,SCH - HQ_IMPORT_EXPORT,325376,-961,1310,-9999
12/24/2025 00:05,SCH - NE - NY,23318,-1601.01,1400,-1800
12/24/2025 00:05,SCH - NPX_1385,325277,-160,160,-160
12/24/2025 00:05,SCH - NPX_CSC,325154,0,330,-330
12/24/2025 00:05,SCH - OH - NY,23317,1282.93,2200,-1850
12/24/2025 00:05,SCH - PJ - NY,23316,2108.74,2400,-2400
12/24/2025 00:05,SCH - PJM_HTP,325905,660,660,-660
12/24/2025 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
12/24/2025 00:05,SCH - PJM_VFT,325658,315,315,-315
12/24/2025 00:05,SPR/DUN-SOUTH,23320,1018.77,4600,-9999
12/24/2025 00:05,TOTAL EAST,23314,4525.42,7550,-9999
12/24/2025 00:05,UPNY CONED,23315,2769.89,6915,-9999
12/24/2025 00:05,WEST CENTRAL,23312,646.99,9999,-9999
12/24/2025 00:10,CENTRAL EAST - VC,23330,2308.27,2990,-9999
12/24/2025 00:10,DYSINGER EAST,23326,1040.11,3200,-9999
12/24/2025 00:10,MOSES SOUTH,23319,-930.7,3350,-1600
12/24/2025 00:10,SCH - HQ - NY,23324,-961,1100,-980
12/24/2025 00:10,SCH - HQ_CEDARS,325274,-100,80,-100
12/24/2025 00:10,SCH - HQ_IMPORT_EXPORT,325376,-961,1310,-9999
12/24/2025 00:10,SCH - NE - NY,23318,-1599.22,1400,-1800
12/24/2025 00:10,SCH - NPX_1385,325277,-160,160,-160
12/24/2025 00:10,SCH - NPX_CSC,325154,0,330,-330
12/24/2025 00:10,SCH - OH - NY,23317,1285.02,2200,-1850
12/24/2025 00:10,SCH - PJ - NY,23316,2104.21,2400,-2400
12/24/2025 00:10,SCH - PJM_HTP,325905,660,660,-660
12/24/2025 00:10,SCH - PJM_NEPTUNE,325305,660,660,-660
12/24/2025 00:10,SCH - PJM_VFT,325658,315,315,-315
12/24/2025 00:10,SPR/DUN-SOUTH,23320,1156.97,4600,-9999
12/24/2025 00:10,TOTAL EAST,23314,4467.03,7550,-9999
12/24/2025 00:10,UPNY CONED,23315,2942.01,6915,-9999
12/24/2025 00:10,WEST CENTRAL,23312,619.57,9999,-9999
12/24/2025 00:15,CENTRAL EAST - VC,23330,2351.96,2990,-9999
12/24/2025 00:15,DYSINGER EAST,23326,1050.5,3200,-9999
12/24/2025 00:15,MOSES SOUTH,23319,-955.72,3350,-1600
12/24/2025 00:15,SCH - HQ - NY,23324,-961,1100,-980
12/24/2025 00:15,SCH - HQ_CEDARS,325274,-100,80,-100
12/24/2025 00:15,SCH - HQ_IMPORT_EXPORT,325376,-961,1310,-9999
12/24/2025 00:15,SCH - NE - NY,23318,-1599.17,1400,-1800
12/24/2025 00:15,SCH - NPX_1385,325277,-160,160,-160
12/24/2025 00:15,SCH - NPX_CSC,325154,0,330,-330
12/24/2025 00:15,SCH - OH - NY,23317,1284.51,2200,-1850
12/24/2025 00:15,SCH - PJ - NY,23316,2052.62,2400,-2400
12/24/2025 00:15,SCH - PJM_HTP,325905,660,660,-660
12/24/2025 00:15,SCH - PJM_NEPTUNE,325305,660,660,-660
12/24/2025 00:15,SCH - PJM_VFT,325658,315,315,-315
12/24/2025 00:15,SPR/DUN-SOUTH,23320,1067.07,4600,-9999
12/24/2025 00:15,TOTAL EAST,23314,4477.02,7550,-9999
12/24/2025 00:15,UPNY CONED,23315,2840.2,6915,-9999
12/24/2025 00:15,WEST CENTRAL,23312,632.58,9999,-9999
12/24/2025 00:20,CENTRAL EAST - VC,23330,2284.98,2990,-9999
12/24/2025 00:20,DYSINGER EAST,23326,1040.08,3200,-9999
12/24/2025 00:20,MOSES SOUTH,23319,-949.51,3350,-1600
12/24/2025 00:20,SCH - HQ - NY,23324,-961,1100,-980
12/24/2025 00:20,SCH - HQ_CEDARS,325274,-100,80,-100
12/24/2025 00:20,SCH - HQ_IMPORT_EXPORT,325376,-961,1310,-9999
12/24/2025 00:20,SCH - NE - NY,23318,-1599.15,1400,-1800
12/24/2025 00:20,SCH - NPX_1385,325277,-160,160,-160
12/24/2025 00:20,SCH - NPX_CSC,325154,0,330,-330
12/24/2025 00:20,SCH - OH - NY,23317,1285.38,2200,-1850
12/24/2025 00:20,SCH - PJ - NY,23316,1993.85,2400,-2400
12/24/2025 00:20,SCH - PJM_HTP,325905,660,660,-660
12/24/2025 00:20,SCH - PJM_NEPTUNE,325305,660,660,-660
12/24/2025 00:20,SCH - PJM_VFT,325658,315,315,-315
12/24/2025 00:20,SPR/DUN-SOUTH,23320,904.97,4600,-9999
12/24/2025 00:20,TOTAL EAST,23314,4426.38,7550,-9999
12/24/2025 00:20,UPNY CONED,23315,2713.46,6915,-9999
12/24/2025 00:20,WEST CENTRAL,23312,626.66,9999,-9999
12/24/2025 00:25,CENTRAL EAST - VC,23330,2306.37,2990,-9999
12/24/2025 00:25,DYSINGER EAST,23326,1037.59,3200,-9999
12/24/2025 00:25,MOSES SOUTH,23319,-943.98,3350,-1600
12/24/2025 00:25,SCH - HQ - NY,23324,-961,1100,-980
12/24/2025 00:25,SCH - HQ_CEDARS,325274,-100,80,-100
